"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"89","GO:0008353","RNA polymerase II carboxy-terminal domai...",8,1,0.17,89,"0.1576","0.1576"
"90","GO:0003950","NAD+ ADP-ribosyltransferase activity",8,1,0.17,90,"0.1576","0.1576"
"91","GO:0035198","miRNA binding",8,1,0.17,91,"0.1576","0.1576"
"92","GO:0097367","carbohydrate derivative binding",581,16,12.31,92,"0.1606","0.1606"
"93","GO:0005215","transporter activity",291,9,6.17,93,"0.5051","0.1609"
"94","GO:0000987","core promoter proximal region sequence-s...",100,4,2.12,94,"0.1611","0.1611"
"95","GO:0001159","core promoter proximal region DNA bindin...",100,4,2.12,95,"0.1611","0.1611"
"96","GO:0001227","transcriptional repressor activity, RNA ...",66,3,1.4,96,"0.1634","0.1634"
"97","GO:0070011","peptidase activity, acting on L-amino ac...",137,5,2.9,97,"0.1638","0.1638"
"98","GO:0005509","calcium ion binding",138,5,2.92,98,"0.1673","0.1673"
"99","GO:0005154","epidermal growth factor receptor binding",9,1,0.19,99,"0.1755","0.1755"
"100","GO:0099516","ion antiporter activity",9,1,0.19,100,"0.1755","0.1755"
"101","GO:0008236","serine-type peptidase activity",36,2,0.76,101,"0.1766","0.1766"
"102","GO:0005506","iron ion binding",36,2,0.76,102,"0.1766","0.1766"
"103","GO:0008233","peptidase activity",142,5,3.01,103,"0.1815","0.1815"
"104","GO:0017171","serine hydrolase activity",37,2,0.78,104,"0.1843","0.1843"
"105","GO:0043168","anion binding",728,19,15.43,105,"0.1900","0.1900"
"106","GO:0005310","dicarboxylic acid transmembrane transpor...",10,1,0.21,106,"0.1930","0.1930"
"107","GO:0030159","receptor signaling complex scaffold acti...",10,1,0.21,107,"0.1930","0.1930"
"108","GO:0045182","translation regulator activity",10,1,0.21,108,"0.1930","0.1930"
"109","GO:0043565","sequence-specific DNA binding",264,8,5.6,109,"0.1944","0.1944"
"110","GO:0016772","transferase activity, transferring phosp...",307,9,6.51,110,"0.5681","0.2002"
"111","GO:0000976","transcription regulatory region sequence...",187,6,3.96,111,"0.2036","0.2036"
"112","GO:0005524","ATP binding",436,12,9.24,112,"0.2086","0.2086"
"113","GO:0035254","glutamate receptor binding",11,1,0.23,113,"0.2102","0.2102"
"114","GO:0016209","antioxidant activity",11,1,0.23,114,"0.2102","0.2102"
"115","GO:0015179","L-amino acid transmembrane transporter a...",11,1,0.23,115,"0.2102","0.2102"
"116","GO:0022804","active transmembrane transporter activit...",75,3,1.59,116,"0.2118","0.2118"
"117","GO:0046873","metal ion transmembrane transporter acti...",76,3,1.61,117,"0.2173","0.2173"
"118","GO:0032559","adenyl ribonucleotide binding",440,12,9.33,118,"0.2176","0.2176"
"119","GO:0030554","adenyl nucleotide binding",443,12,9.39,119,"0.2244","0.2244"
"120","GO:0016877","ligase activity, forming carbon-sulfur b...",12,1,0.25,120,"0.2270","0.2270"
"121","GO:0015296","anion:cation symporter activity",12,1,0.25,121,"0.2270","0.2270"
"122","GO:1904680","peptide transmembrane transporter activi...",12,1,0.25,122,"0.2270","0.2270"
"123","GO:0000993","RNA polymerase II core binding",12,1,0.25,123,"0.2270","0.2270"
"124","GO:0005088","Ras guanyl-nucleotide exchange factor ac...",78,3,1.65,124,"0.2285","0.2285"
"125","GO:0015075","ion transmembrane transporter activity",158,5,3.35,125,"0.2426","0.2426"
"126","GO:0032451","demethylase activity",13,1,0.28,126,"0.2434","0.2434"
"127","GO:0032934","sterol binding",13,1,0.28,127,"0.2434","0.2434"
"128","GO:0015297","antiporter activity",13,1,0.28,128,"0.2434","0.2434"
"129","GO:0015485","cholesterol binding",13,1,0.28,129,"0.2434","0.2434"
"130","GO:0004712","protein serine/threonine/tyrosine kinase...",13,1,0.28,130,"0.2434","0.2434"
"131","GO:0042887","amide transmembrane transporter activity",13,1,0.28,131,"0.2434","0.2434"
"132","GO:0043175","RNA polymerase core enzyme binding",13,1,0.28,132,"0.2434","0.2434"
"133","GO:0000977","RNA polymerase II regulatory region sequ...",160,5,3.39,133,"0.2506","0.2506"
"134","GO:1990837","sequence-specific double-stranded DNA bi...",201,6,4.26,134,"0.2522","0.2522"
"135","GO:0001012","RNA polymerase II regulatory region DNA ...",162,5,3.43,135,"0.2587","0.2587"
"136","GO:0016836","hydro-lyase activity",14,1,0.3,136,"0.2595","0.2595"
"137","GO:0015370","solute:sodium symporter activity",14,1,0.3,137,"0.2595","0.2595"
"138","GO:0008374","O-acyltransferase activity",14,1,0.3,138,"0.2595","0.2595"
"139","GO:0045296","cadherin binding",85,3,1.8,139,"0.2686","0.2686"
"140","GO:0004175","endopeptidase activity",85,3,1.8,140,"0.2686","0.2686"
"141","GO:0008324","cation transmembrane transporter activit...",125,4,2.65,141,"0.2726","0.2726"
"142","GO:0070279","vitamin B6 binding",15,1,0.32,142,"0.2752","0.2752"
"143","GO:0015171","amino acid transmembrane transporter act...",15,1,0.32,143,"0.2752","0.2752"
"144","GO:0030170","pyridoxal phosphate binding",15,1,0.32,144,"0.2752","0.2752"
"145","GO:0016740","transferase activity",733,18,15.54,145,"0.5209","0.2826"
"146","GO:0003700","DNA binding transcription factor activit...",295,8,6.25,146,"0.2861","0.2861"
"147","GO:0017048","Rho GTPase binding",50,2,1.06,147,"0.2865","0.2865"
"148","GO:0005179","hormone activity",16,1,0.34,148,"0.2906","0.2906"
"149","GO:0070063","RNA polymerase binding",16,1,0.34,149,"0.2906","0.2906"
"150","GO:0072341","modified amino acid binding",16,1,0.34,150,"0.2906","0.2906"
"151","GO:0016763","transferase activity, transferring pento...",16,1,0.34,151,"0.2906","0.2906"
"152","GO:0008289","lipid binding",170,5,3.6,152,"0.2916","0.2916"
"153","GO:0019887","protein kinase regulator activity",51,2,1.08,153,"0.2944","0.2944"
"154","GO:0022891","substrate-specific transmembrane transpo...",172,5,3.65,154,"0.2999","0.2999"
"155","GO:0043178","alcohol binding",17,1,0.36,155,"0.3057","0.3057"
"156","GO:0005070","SH3/SH2 adaptor activity",17,1,0.36,156,"0.3057","0.3057"
"157","GO:0140096","catalytic activity, acting on a protein",655,16,13.88,157,"0.5692","0.3076"
"158","GO:0042578","phosphoric ester hydrolase activity",92,3,1.95,158,"0.3094","0.3094"
"159","GO:0003705","transcription factor activity, RNA polym...",18,1,0.38,159,"0.3205","0.3205"
"160","GO:0001098","basal transcription machinery binding",18,1,0.38,160,"0.3205","0.3205"
"161","GO:0001099","basal RNA polymerase II transcription ma...",18,1,0.38,161,"0.3205","0.3205"
"162","GO:0016765","transferase activity, transferring alkyl...",18,1,0.38,162,"0.3205","0.3205"
"163","GO:0000978","RNA polymerase II core promoter proximal...",94,3,1.99,163,"0.3211","0.3211"
"164","GO:0017076","purine nucleotide binding",527,13,11.17,164,"0.3221","0.3221"
"165","GO:0000981","RNA polymerase II transcription factor a...",179,5,3.79,165,"0.3295","0.3295"
"166","GO:0019207","kinase regulator activity",56,2,1.19,166,"0.3338","0.3338"
"167","GO:0017112","Rab guanyl-nucleotide exchange factor ac...",19,1,0.4,167,"0.3350","0.3350"
"168","GO:0016835","carbon-oxygen lyase activity",19,1,0.4,168,"0.3350","0.3350"
"169","GO:0008201","heparin binding",20,1,0.42,169,"0.3491","0.3491"
"170","GO:0000287","magnesium ion binding",58,2,1.23,170,"0.3493","0.3493"
"171","GO:0005085","guanyl-nucleotide exchange factor activi...",101,3,2.14,171,"0.3621","0.3621"
"172","GO:0022890","inorganic cation transmembrane transport...",101,3,2.14,172,"0.3621","0.3621"
"173","GO:0070851","growth factor receptor binding",21,1,0.45,173,"0.3630","0.3630"
"174","GO:0015103","inorganic anion transmembrane transporte...",21,1,0.45,174,"0.3630","0.3630"
"175","GO:0003690","double-stranded DNA binding",232,6,4.92,175,"0.3688","0.3688"
"176","GO:0036094","small molecule binding",683,16,14.48,176,"0.3723","0.3723"
"177","GO:0004872","receptor activity",234,6,4.96,177,"0.8368","0.3765"
"178","GO:0004197","cysteine-type endopeptidase activity",22,1,0.47,178,"0.3766","0.3766"
"179","GO:0005496","steroid binding",22,1,0.47,179,"0.3766","0.3766"
"180","GO:0022857","transmembrane transporter activity",192,5,4.07,180,"0.3850","0.3850"
"181","GO:0046914","transition metal ion binding",283,7,6,181,"0.3932","0.3932"
"182","GO:0046982","protein heterodimerization activity",107,3,2.27,182,"0.3970","0.3970"
"183","GO:0008083","growth factor activity",24,1,0.51,183,"0.4028","0.4028"
"184","GO:0003727","single-stranded RNA binding",24,1,0.51,184,"0.4028","0.4028"
"185","GO:0016757","transferase activity, transferring glyco...",66,2,1.4,185,"0.4103","0.4103"
"186","GO:0035639","purine ribonucleoside triphosphate bindi...",516,12,10.94,186,"0.4122","0.4122"
"187","GO:0051213","dioxygenase activity",25,1,0.53,187,"0.4156","0.4156"
"188","GO:0035591","signaling adaptor activity",25,1,0.53,188,"0.4156","0.4156"
"189","GO:0008013","beta-catenin binding",25,1,0.53,189,"0.4156","0.4156"
"190","GO:0005200","structural constituent of cytoskeleton",25,1,0.53,190,"0.4156","0.4156"
"191","GO:0048018","receptor ligand activity",68,2,1.44,191,"0.4251","0.4251"
"192","GO:0032555","purine ribonucleotide binding",522,12,11.06,192,"0.4286","0.4286"
"193","GO:0032553","ribonucleotide binding",525,12,11.13,193,"0.4368","0.4368"
"194","GO:0004540","ribonuclease activity",27,1,0.57,194,"0.4402","0.4402"
"195","GO:0015077","monovalent inorganic cation transmembran...",71,2,1.5,195,"0.4470","0.4470"
"196","GO:0032947","protein complex scaffold activity",28,1,0.59,196,"0.4522","0.4522"
"197","GO:0030545","receptor regulator activity",72,2,1.53,197,"0.4542","0.4542"
"198","GO:0042803","protein homodimerization activity",210,5,4.45,198,"0.4616","0.4616"
"199","GO:0008080","N-acetyltransferase activity",29,1,0.61,199,"0.4639","0.4639"
"200","GO:0001046","core promoter sequence-specific DNA bind...",29,1,0.61,200,"0.4639","0.4639"
"201","GO:0009988","cell-cell recognition",11,3,0.24,1,"0.1216","0.0015"
"202","GO:0007160","cell-matrix adhesion",45,5,0.98,2,"0.0027","0.0027"
"203","GO:0006805","xenobiotic metabolic process",15,3,0.33,3,"0.0038","0.0038"
"204","GO:0010463","mesenchymal cell proliferation",5,2,0.11,4,"0.0045","0.0045"
"205","GO:0001771","immunological synapse formation",5,2,0.11,5,"0.0045","0.0045"
"206","GO:1901292","nucleoside phosphate catabolic process",17,3,0.37,6,"0.0055","0.0055"
"207","GO:0007156","homophilic cell adhesion via plasma memb...",18,3,0.39,7,"0.0065","0.0065"
"208","GO:0071466","cellular response to xenobiotic stimulus",18,3,0.39,8,"1.0000","0.0065"
"209","GO:0009410","response to xenobiotic stimulus",19,3,0.41,9,"1.0000","0.0076"
"210","GO:0033559","unsaturated fatty acid metabolic process",19,3,0.41,10,"0.0076","0.0076"
"211","GO:0001676","long-chain fatty acid metabolic process",20,3,0.44,11,"0.0088","0.0088"
"212","GO:0007155","cell adhesion",293,13,6.39,12,"0.4995","0.0102"
"213","GO:0022610","biological adhesion",295,13,6.44,13,"0.5073","0.0108"
"214","GO:0007157","heterophilic cell-cell adhesion via plas...",8,2,0.17,14,"0.0121","0.0121"
"215","GO:0090102","cochlea development",8,2,0.17,15,"0.0121","0.0121"
"216","GO:0006636","unsaturated fatty acid biosynthetic proc...",8,2,0.17,16,"0.0121","0.0121"
"217","GO:0098657","import into cell",174,9,3.8,17,"0.0128","0.0128"
"218","GO:0000186","activation of MAPKK activity",23,3,0.5,18,"0.0130","0.0130"
"219","GO:0048010","vascular endothelial growth factor recep...",23,3,0.5,19,"0.0130","0.0130"
"220","GO:0071800","podosome assembly",9,2,0.2,20,"0.0153","0.0153"
"221","GO:0019369","arachidonic acid metabolic process",10,2,0.22,21,"0.0189","0.0189"
"222","GO:0008037","cell recognition",27,3,0.59,22,"0.3789","0.0201"
"223","GO:0048565","digestive tract development",28,3,0.61,23,"0.0222","0.0222"
"224","GO:0006775","fat-soluble vitamin metabolic process",11,2,0.24,24,"0.0228","0.0228"
"225","GO:0031589","cell-substrate adhesion",76,5,1.66,25,"1.0000","0.0242"
"226","GO:0035295","tube development",133,7,2.9,26,"0.0250","0.0250"
"227","GO:0055123","digestive system development",30,3,0.65,27,"0.0267","0.0267"
"228","GO:0001763","morphogenesis of a branching structure",30,3,0.65,28,"0.0267","0.0267"
"229","GO:0098742","cell-cell adhesion via plasma-membrane a...",30,3,0.65,29,"1.0000","0.0267"
"230","GO:0021915","neural tube development",53,4,1.16,30,"0.0275","0.0275"
"231","GO:0006897","endocytosis",167,8,3.64,31,"0.0281","0.0281"
"232","GO:0006766","vitamin metabolic process",31,3,0.68,32,"0.0291","0.0291"
"233","GO:0046434","organophosphate catabolic process",31,3,0.68,33,"1.0000","0.0291"
"234","GO:0010171","body morphogenesis",13,2,0.28,34,"0.0314","0.0314"
"235","GO:0002066","columnar/cuboidal epithelial cell develo...",13,2,0.28,35,"0.0314","0.0314"
"236","GO:1901568","fatty acid derivative metabolic process",33,3,0.72,36,"0.0342","0.0342"
"237","GO:0006027","glycosaminoglycan catabolic process",14,2,0.31,37,"0.0361","0.0361"
"238","GO:0051965","positive regulation of synapse assembly",14,2,0.31,38,"0.0361","0.0361"
"239","GO:0021532","neural tube patterning",14,2,0.31,39,"0.0361","0.0361"
"240","GO:0001775","cell activation",350,13,7.64,40,"0.1149","0.0386"
"241","GO:0032501","multicellular organismal process",1533,42,33.45,41,"0.0392","0.0392"
"242","GO:0009653","anatomical structure morphogenesis",578,19,12.61,42,"0.0405","0.0405"
"243","GO:0006911","phagocytosis, engulfment",15,2,0.33,43,"0.0411","0.0411"
"244","GO:0060429","epithelium development",250,10,5.45,44,"0.0441","0.0441"
"245","GO:0048598","embryonic morphogenesis",119,6,2.6,45,"0.0443","0.0443"
"246","GO:0042472","inner ear morphogenesis",16,2,0.35,46,"0.0463","0.0463"
"247","GO:0006026","aminoglycan catabolic process",16,2,0.35,47,"0.0463","0.0463"
"248","GO:0099024","plasma membrane invagination",16,2,0.35,48,"0.0463","0.0463"
"249","GO:0048839","inner ear development",38,3,0.83,49,"0.0489","0.0489"
"250","GO:0007423","sensory organ development",122,6,2.66,50,"0.0490","0.0490"
"251","GO:0010324","membrane invagination",17,2,0.37,51,"0.0518","0.0518"
"252","GO:0034333","adherens junction assembly",17,2,0.37,52,"0.0518","0.0518"
"253","GO:0008344","adult locomotory behavior",17,2,0.37,53,"0.0518","0.0518"
"254","GO:0051963","regulation of synapse assembly",17,2,0.37,54,"0.0518","0.0518"
"255","GO:0007045","cell-substrate adherens junction assembl...",17,2,0.37,55,"0.0518","0.0518"
"256","GO:0048041","focal adhesion assembly",17,2,0.37,56,"0.0518","0.0518"
"257","GO:0002064","epithelial cell development",39,3,0.85,57,"0.0522","0.0522"
"258","GO:0006909","phagocytosis",66,4,1.44,58,"0.0548","0.0548"
"259","GO:0042110","T cell activation",127,6,2.77,59,"0.0576","0.0576"
"260","GO:0009636","response to toxic substance",41,3,0.89,60,"0.0590","0.0590"
"261","GO:0050905","neuromuscular process",19,2,0.41,61,"0.0633","0.0633"
"262","GO:0002376","immune system process",693,21,15.12,62,"0.1367","0.0668"
"263","GO:0006690","icosanoid metabolic process",20,2,0.44,63,"0.0694","0.0694"
"264","GO:0006446","regulation of translational initiation",20,2,0.44,64,"0.0694","0.0694"
"265","GO:0043583","ear development",44,3,0.96,65,"0.0701","0.0701"
"266","GO:0043010","camera-type eye development",72,4,1.57,66,"0.0710","0.0710"
"267","GO:0072330","monocarboxylic acid biosynthetic process",45,3,0.98,67,"0.0739","0.0739"
"268","GO:0042471","ear morphogenesis",21,2,0.46,68,"0.0756","0.0756"
"269","GO:0030032","lamellipodium assembly",21,2,0.46,69,"0.0756","0.0756"
"270","GO:0002682","regulation of immune system process",351,12,7.66,70,"0.0773","0.0773"
"271","GO:0045321","leukocyte activation",314,11,6.85,71,"0.2117","0.0777"
"272","GO:1901136","carbohydrate derivative catabolic proces...",46,3,1,72,"0.0779","0.0779"
"273","GO:0006790","sulfur compound metabolic process",105,5,2.29,73,"0.0779","0.0779"
"274","GO:0016053","organic acid biosynthetic process",75,4,1.64,74,"0.0800","0.0800"
"275","GO:0046394","carboxylic acid biosynthetic process",75,4,1.64,75,"0.0800","0.0800"
"276","GO:0048513","animal organ development",749,22,16.34,76,"0.0804","0.0804"
"277","GO:0044042","glucan metabolic process",22,2,0.48,77,"0.0820","0.0820"
"278","GO:0006073","cellular glucan metabolic process",22,2,0.48,78,"0.0820","0.0820"
"279","GO:0005977","glycogen metabolic process",22,2,0.48,79,"0.0820","0.0820"
"280","GO:0044264","cellular polysaccharide metabolic proces...",22,2,0.48,80,"0.0820","0.0820"
"281","GO:0000122","negative regulation of transcription fro...",208,8,4.54,81,"0.0821","0.0821"
"282","GO:0051674","localization of cell",320,11,6.98,82,"0.0863","0.0863"
"283","GO:0048870","cell motility",320,11,6.98,83,"0.0863","0.0863"
"284","GO:1901570","fatty acid derivative biosynthetic proce...",23,2,0.5,84,"0.0886","0.0886"
"285","GO:0097581","lamellipodium organization",23,2,0.5,85,"0.0886","0.0886"
"286","GO:0007044","cell-substrate junction assembly",23,2,0.5,86,"0.0886","0.0886"
"287","GO:0006112","energy reserve metabolic process",23,2,0.5,87,"0.0886","0.0886"
"288","GO:0009790","embryo development",212,8,4.63,88,"0.0894","0.0894"
"289","GO:0050896","response to stimulus",2029,51,44.27,89,"0.1457","0.0920"
"290","GO:0009887","animal organ morphogenesis",215,8,4.69,90,"0.0952","0.0952"
"291","GO:0002065","columnar/cuboidal epithelial cell differ...",24,2,0.52,91,"0.0953","0.0953"
"292","GO:0072006","nephron development",24,2,0.52,92,"0.0953","0.0953"
"293","GO:0006493","protein O-linked glycosylation",24,2,0.52,93,"0.0953","0.0953"
"294","GO:0048754","branching morphogenesis of an epithelial...",24,2,0.52,94,"0.0953","0.0953"
"295","GO:0005976","polysaccharide metabolic process",24,2,0.52,95,"0.0953","0.0953"
"296","GO:0016192","vesicle-mediated transport",524,16,11.43,96,"0.1000","0.1000"
"297","GO:0034332","adherens junction organization",25,2,0.55,97,"0.1022","0.1022"
"298","GO:0044272","sulfur compound biosynthetic process",52,3,1.13,98,"0.1035","0.1035"
"299","GO:0035338","long-chain fatty-acyl-CoA biosynthetic p...",5,1,0.11,99,"0.1045","0.1045"
"300","GO:1902065","response to L-glutamate",5,1,0.11,100,"0.1045","0.1045"
"301","GO:0007339","binding of sperm to zona pellucida",5,1,0.11,101,"0.1045","0.1045"
"302","GO:0043558","regulation of translational initiation i...",5,1,0.11,102,"0.1045","0.1045"
"303","GO:0001964","startle response",5,1,0.11,103,"0.1045","0.1045"
"304","GO:0085029","extracellular matrix assembly",5,1,0.11,104,"0.1045","0.1045"
"305","GO:1901685","glutathione derivative metabolic process",5,1,0.11,105,"0.1045","0.1045"
"306","GO:1901687","glutathione derivative biosynthetic proc...",5,1,0.11,106,"0.1045","0.1045"
"307","GO:0033189","response to vitamin A",5,1,0.11,107,"0.1045","0.1045"
"308","GO:0023035","CD40 signaling pathway",5,1,0.11,108,"0.1045","0.1045"
"309","GO:2000773","negative regulation of cellular senescen...",5,1,0.11,109,"0.1045","0.1045"
"310","GO:0042994","cytoplasmic sequestering of transcriptio...",5,1,0.11,110,"0.1045","0.1045"
"311","GO:0097320","plasma membrane tubulation",5,1,0.11,111,"0.1045","0.1045"
"312","GO:0014041","regulation of neuron maturation",5,1,0.11,112,"0.1045","0.1045"
"313","GO:0098856","intestinal lipid absorption",5,1,0.11,113,"0.1045","0.1045"
"314","GO:1902563","regulation of neutrophil activation",5,1,0.11,114,"0.1045","0.1045"
"315","GO:0009110","vitamin biosynthetic process",5,1,0.11,115,"0.1045","0.1045"
"316","GO:0003323","type B pancreatic cell development",5,1,0.11,116,"0.1045","0.1045"
"317","GO:0035280","miRNA loading onto RISC involved in gene...",5,1,0.11,117,"0.1045","0.1045"
