"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"24","GO:0004175","endopeptidase activity",86,5,1.59,24,"0.0208","0.02078"
"25","GO:0035004","phosphatidylinositol 3-kinase activity",13,2,0.24,25,"0.0232","0.02317"
"26","GO:0015171","amino acid transmembrane transporter act...",13,2,0.24,26,"0.0232","0.02317"
"27","GO:0099516","ion antiporter activity",14,2,0.26,27,"0.0267","0.02671"
"28","GO:0019904","protein domain specific binding",200,8,3.71,28,"0.0304","0.03040"
"29","GO:0005102","receptor binding",281,10,5.21,29,"0.1765","0.03302"
"30","GO:0051018","protein kinase A binding",16,2,0.3,30,"0.0344","0.03439"
"31","GO:0004896","cytokine receptor activity",16,2,0.3,31,"0.0344","0.03439"
"32","GO:0031406","carboxylic acid binding",39,3,0.72,32,"0.0347","0.03468"
"33","GO:0043177","organic acid binding",39,3,0.72,33,"0.0347","0.03468"
"34","GO:0004620","phospholipase activity",17,2,0.32,34,"1.0000","0.03851"
"35","GO:1901681","sulfur compound binding",41,3,0.76,35,"1.0000","0.03941"
"36","GO:0004497","monooxygenase activity",18,2,0.33,36,"1.0000","0.04282"
"37","GO:0004252","serine-type endopeptidase activity",18,2,0.33,37,"0.0428","0.04282"
"38","GO:0004713","protein tyrosine kinase activity",44,3,0.82,38,"0.0471","0.04709"
"39","GO:0008514","organic anion transmembrane transporter ...",44,3,0.82,39,"0.0471","0.04709"
"40","GO:0050661","NADP binding",19,2,0.35,40,"0.0473","0.04729"
"41","GO:0070011","peptidase activity, acting on L-amino ac...",143,6,2.65,41,"0.0480","0.04795"
"42","GO:0030414","peptidase inhibitor activity",20,2,0.37,42,"0.0519","0.05193"
"43","GO:0004866","endopeptidase inhibitor activity",20,2,0.37,43,"0.0519","0.05193"
"44","GO:0016301","kinase activity",226,8,4.19,44,"0.0560","0.05601"
"45","GO:0008233","peptidase activity",149,6,2.76,45,"0.0565","0.05654"
"46","GO:0005125","cytokine activity",21,2,0.39,46,"0.0567","0.05672"
"47","GO:0030246","carbohydrate binding",48,3,0.89,47,"0.0584","0.05838"
"48","GO:0022804","active transmembrane transporter activit...",80,4,1.48,48,"0.6580","0.05988"
"49","GO:0061135","endopeptidase regulator activity",22,2,0.41,49,"0.0617","0.06166"
"50","GO:0031490","chromatin DNA binding",22,2,0.41,50,"0.0617","0.06166"
"51","GO:0016298","lipase activity",23,2,0.43,51,"1.0000","0.06674"
"52","GO:0008237","metallopeptidase activity",51,3,0.95,52,"0.0676","0.06761"
"53","GO:0015291","secondary active transmembrane transport...",51,3,0.95,53,"1.0000","0.06761"
"54","GO:0050660","flavin adenine dinucleotide binding",24,2,0.44,54,"0.0720","0.07196"
"55","GO:0008236","serine-type peptidase activity",24,2,0.44,55,"0.0720","0.07196"
"56","GO:0070851","growth factor receptor binding",24,2,0.44,56,"0.0720","0.07196"
"57","GO:0016773","phosphotransferase activity, alcohol gro...",200,7,3.71,57,"0.0754","0.07540"
"58","GO:0015081","sodium ion transmembrane transporter act...",25,2,0.46,58,"0.0773","0.07731"
"59","GO:0046943","carboxylic acid transmembrane transporte...",25,2,0.46,59,"0.0773","0.07731"
"60","GO:0005342","organic acid transmembrane transporter a...",26,2,0.48,60,"0.0828","0.08277"
"61","GO:0017171","serine hydrolase activity",26,2,0.48,61,"0.0828","0.08277"
"62","GO:0022857","transmembrane transporter activity",207,7,3.84,62,"0.4281","0.08699"
"63","GO:0042809","vitamin D receptor binding",5,1,0.09,63,"0.0893","0.08933"
"64","GO:0043495","protein membrane anchor",5,1,0.09,64,"0.0893","0.08933"
"65","GO:0015175","neutral amino acid transmembrane transpo...",5,1,0.09,65,"0.0893","0.08933"
"66","GO:0005104","fibroblast growth factor receptor bindin...",5,1,0.09,66,"0.0893","0.08933"
"67","GO:0003708","retinoic acid receptor activity",5,1,0.09,67,"0.0893","0.08933"
"68","GO:0004467","long-chain fatty acid-CoA ligase activit...",5,1,0.09,68,"0.0893","0.08933"
"69","GO:0015101","organic cation transmembrane transporter...",5,1,0.09,69,"0.0893","0.08933"
"70","GO:0005161","platelet-derived growth factor receptor ...",5,1,0.09,70,"0.0893","0.08933"
"71","GO:0036312","phosphatidylinositol 3-kinase regulatory...",5,1,0.09,71,"0.0893","0.08933"
"72","GO:0034236","protein kinase A catalytic subunit bindi...",5,1,0.09,72,"0.0893","0.08933"
"73","GO:0034237","protein kinase A regulatory subunit bind...",5,1,0.09,73,"0.0893","0.08933"
"74","GO:0043027","cysteine-type endopeptidase inhibitor ac...",5,1,0.09,74,"0.0893","0.08933"
"75","GO:0004862","cAMP-dependent protein kinase inhibitor ...",5,1,0.09,75,"0.0893","0.08933"
"76","GO:0008179","adenylate cyclase binding",5,1,0.09,76,"0.0893","0.08933"
"77","GO:0019200","carbohydrate kinase activity",5,1,0.09,77,"0.0893","0.08933"
"78","GO:0019838","growth factor binding",29,2,0.54,78,"0.0998","0.09984"
"79","GO:0016705","oxidoreductase activity, acting on paire...",29,2,0.54,79,"1.0000","0.09984"
"80","GO:0000149","SNARE binding",30,2,0.56,80,"0.1057","0.10573"
"81","GO:0052689","carboxylic ester hydrolase activity",30,2,0.56,81,"1.0000","0.10573"
"82","GO:0003727","single-stranded RNA binding",30,2,0.56,82,"0.1057","0.10573"
"83","GO:0004869","cysteine-type endopeptidase inhibitor ac...",6,1,0.11,83,"0.1062","0.10623"
"84","GO:0000146","microfilament motor activity",6,1,0.11,84,"0.1062","0.10623"
"85","GO:0070742","C2H2 zinc finger domain binding",6,1,0.11,85,"0.1062","0.10623"
"86","GO:0004708","MAP kinase kinase activity",6,1,0.11,86,"0.1062","0.10623"
"87","GO:0008519","ammonium transmembrane transporter activ...",6,1,0.11,87,"0.1062","0.10623"
"88","GO:0015645","fatty acid ligase activity",6,1,0.11,88,"0.1062","0.10623"
"89","GO:0015491","cation:cation antiporter activity",6,1,0.11,89,"0.1062","0.10623"
"90","GO:0043168","anion binding",676,17,12.53,90,"0.2706","0.11014"
"91","GO:0061134","peptidase regulator activity",31,2,0.57,91,"0.1117","0.11172"
"92","GO:0004222","metalloendopeptidase activity",31,2,0.57,92,"0.1117","0.11172"
"93","GO:0000981","RNA polymerase II transcription factor a...",139,5,2.58,93,"0.1138","0.11384"
"94","GO:0008509","anion transmembrane transporter activity",64,3,1.19,94,"0.1144","0.11444"
"95","GO:0098772","molecular function regulator",356,10,6.6,95,"0.3869","0.11925"
"96","GO:0050662","coenzyme binding",66,3,1.22,96,"0.1225","0.12252"
"97","GO:0019206","nucleoside kinase activity",7,1,0.13,97,"0.1228","0.12282"
"98","GO:0070016","armadillo repeat domain binding",7,1,0.13,98,"0.1228","0.12282"
"99","GO:0003688","DNA replication origin binding",7,1,0.13,99,"0.1228","0.12282"
"100","GO:0015106","bicarbonate transmembrane transporter ac...",7,1,0.13,100,"0.1228","0.12282"
"101","GO:0030552","cAMP binding",7,1,0.13,101,"0.1228","0.12282"
"102","GO:0005452","inorganic anion exchanger activity",7,1,0.13,102,"0.1228","0.12282"
"103","GO:0046625","sphingolipid binding",7,1,0.13,103,"0.1228","0.12282"
"104","GO:0005509","calcium ion binding",104,4,1.93,104,"0.1258","0.12580"
"105","GO:0015293","symporter activity",34,2,0.63,105,"0.1302","0.13018"
"106","GO:0043548","phosphatidylinositol 3-kinase binding",8,1,0.15,106,"0.1391","0.13910"
"107","GO:0046875","ephrin receptor binding",8,1,0.15,107,"0.1391","0.13910"
"108","GO:0016303","1-phosphatidylinositol-3-kinase activity",8,1,0.15,108,"0.1391","0.13910"
"109","GO:0004714","transmembrane receptor protein tyrosine ...",8,1,0.15,109,"0.1391","0.13910"
"110","GO:0017025","TBP-class protein binding",8,1,0.15,110,"0.1391","0.13910"
"111","GO:0051861","glycolipid binding",8,1,0.15,111,"0.1391","0.13910"
"112","GO:0005544","calcium-dependent phospholipid binding",8,1,0.15,112,"0.1391","0.13910"
"113","GO:0015298","solute:cation antiporter activity",8,1,0.15,113,"0.1391","0.13910"
"114","GO:0015301","anion:anion antiporter activity",8,1,0.15,114,"0.1391","0.13910"
"115","GO:0004857","enzyme inhibitor activity",71,3,1.32,115,"0.1436","0.14359"
"116","GO:0042562","hormone binding",9,1,0.17,116,"0.1551","0.15509"
"117","GO:0030551","cyclic nucleotide binding",9,1,0.17,117,"0.1551","0.15509"
"118","GO:0043028","cysteine-type endopeptidase regulator ac...",9,1,0.17,118,"0.1551","0.15509"
"119","GO:0033293","monocarboxylic acid binding",9,1,0.17,119,"0.1551","0.15509"
"120","GO:0004867","serine-type endopeptidase inhibitor acti...",9,1,0.17,120,"0.1551","0.15509"
"121","GO:0016772","transferase activity, transferring phosp...",288,8,5.34,121,"0.1617","0.16169"
"122","GO:0035257","nuclear hormone receptor binding",39,2,0.72,122,"0.1623","0.16232"
"123","GO:1990837","sequence-specific double-stranded DNA bi...",157,5,2.91,123,"0.1645","0.16452"
"124","GO:0046527","glucosyltransferase activity",10,1,0.19,124,"0.1708","0.17078"
"125","GO:0019199","transmembrane receptor protein kinase ac...",10,1,0.19,125,"0.1708","0.17078"
"126","GO:0030291","protein serine/threonine kinase inhibito...",10,1,0.19,126,"0.1708","0.17078"
"127","GO:1990782","protein tyrosine kinase binding",10,1,0.19,127,"0.1708","0.17078"
"128","GO:0004180","carboxypeptidase activity",11,1,0.2,128,"0.1862","0.18618"
"129","GO:0048306","calcium-dependent protein binding",11,1,0.2,129,"0.1862","0.18618"
"130","GO:0016922","ligand-dependent nuclear receptor bindin...",11,1,0.2,130,"0.1862","0.18618"
"131","GO:0043565","sequence-specific DNA binding",208,6,3.85,131,"0.1863","0.18632"
"132","GO:0051427","hormone receptor binding",43,2,0.8,132,"0.1890","0.18896"
"133","GO:0036094","small molecule binding",637,15,11.8,133,"0.1918","0.19175"
"134","GO:0097367","carbohydrate derivative binding",542,13,10.04,134,"0.4513","0.19698"
"135","GO:0030276","clathrin binding",12,1,0.22,135,"0.2013","0.20130"
"136","GO:0008235","metalloexopeptidase activity",12,1,0.22,136,"0.2013","0.20130"
"137","GO:0052742","phosphatidylinositol kinase activity",12,1,0.22,137,"0.2013","0.20130"
"138","GO:0015296","anion:cation symporter activity",12,1,0.22,138,"0.2013","0.20130"
"139","GO:0008324","cation transmembrane transporter activit...",128,4,2.37,139,"0.2121","0.21206"
"140","GO:0015079","potassium ion transmembrane transporter ...",13,1,0.24,140,"0.2161","0.21615"
"141","GO:0035198","miRNA binding",14,1,0.26,141,"0.2307","0.23072"
"142","GO:0016877","ligase activity, forming carbon-sulfur b...",15,1,0.28,142,"0.2450","0.24503"
"143","GO:0003705","transcription factor activity, RNA polym...",15,1,0.28,143,"0.2450","0.24503"
"144","GO:0032947","protein complex scaffold activity",15,1,0.28,144,"0.2450","0.24503"
"145","GO:0004712","protein serine/threonine/tyrosine kinase...",15,1,0.28,145,"0.2450","0.24503"
"146","GO:0015932","nucleobase-containing compound transmemb...",15,1,0.28,146,"0.2450","0.24503"
"147","GO:0030331","estrogen receptor binding",15,1,0.28,147,"0.2450","0.24503"
"148","GO:0048037","cofactor binding",94,3,1.74,148,"0.2524","0.25238"
"149","GO:0019205","nucleobase-containing compound kinase ac...",16,1,0.3,149,"0.2591","0.25907"
"150","GO:1901505","carbohydrate derivative transmembrane tr...",16,1,0.3,150,"0.2591","0.25907"
"151","GO:0000976","transcription regulatory region sequence...",141,4,2.61,151,"0.2644","0.26444"
"152","GO:0005215","transporter activity",283,7,5.24,152,"0.6996","0.26890"
"153","GO:0022891","substrate-specific transmembrane transpo...",189,5,3.5,153,"0.2718","0.27177"
"154","GO:0019905","syntaxin binding",17,1,0.32,154,"0.2729","0.27285"
"155","GO:0016860","intramolecular oxidoreductase activity",18,1,0.33,155,"0.2864","0.28639"
"156","GO:0005507","copper ion binding",18,1,0.33,156,"0.2864","0.28639"
"157","GO:0003690","double-stranded DNA binding",194,5,3.6,157,"0.2899","0.28987"
"158","GO:0019210","kinase inhibitor activity",19,1,0.35,158,"0.2997","0.29967"
"159","GO:0003725","double-stranded RNA binding",19,1,0.35,159,"0.2997","0.29967"
"160","GO:0004860","protein kinase inhibitor activity",19,1,0.35,160,"0.2997","0.29967"
"161","GO:0015077","monovalent inorganic cation transmembran...",60,2,1.11,161,"0.3060","0.30596"
"162","GO:0019901","protein kinase binding",151,4,2.8,162,"0.3063","0.30630"
"163","GO:0005262","calcium channel activity",20,1,0.37,163,"0.3127","0.31271"
"164","GO:0008013","beta-catenin binding",20,1,0.37,164,"0.3127","0.31271"
"165","GO:0048029","monosaccharide binding",20,1,0.37,165,"0.3127","0.31271"
"166","GO:0030165","PDZ domain binding",21,1,0.39,166,"0.3255","0.32551"
"167","GO:0030374","ligand-dependent nuclear receptor transc...",21,1,0.39,167,"0.3255","0.32551"
"168","GO:0044325","ion channel binding",23,1,0.43,168,"0.3504","0.35040"
"169","GO:0000982","transcription factor activity, RNA polym...",67,2,1.24,169,"0.3538","0.35384"
"170","GO:0050839","cell adhesion molecule binding",114,3,2.11,170,"0.3544","0.35441"
"171","GO:0000978","RNA polymerase II core promoter proximal...",68,2,1.26,171,"0.3606","0.36060"
"172","GO:0004725","protein tyrosine phosphatase activity",24,1,0.44,172,"0.3625","0.36251"
"173","GO:0005178","integrin binding",24,1,0.44,173,"0.3625","0.36251"
"174","GO:0000166","nucleotide binding",570,12,10.56,174,"0.3638","0.36382"
"175","GO:1901265","nucleoside phosphate binding",571,12,10.58,175,"0.3662","0.36619"
"176","GO:0015103","inorganic anion transmembrane transporte...",25,1,0.46,176,"0.3744","0.37439"
"177","GO:0035326","enhancer binding",26,1,0.48,177,"0.3861","0.38606"
"178","GO:0015085","calcium ion transmembrane transporter ac...",26,1,0.48,178,"0.3861","0.38606"
"179","GO:0001078","transcriptional repressor activity, RNA ...",26,1,0.48,179,"0.3861","0.38606"
"180","GO:0004672","protein kinase activity",170,4,3.15,180,"0.3873","0.38735"
"181","GO:0005525","GTP binding",72,2,1.33,181,"0.3874","0.38737"
"182","GO:0000977","RNA polymerase II regulatory region sequ...",121,3,2.24,182,"0.3901","0.39012"
"183","GO:0015075","ion transmembrane transporter activity",171,4,3.17,183,"0.3916","0.39162"
"184","GO:0000987","core promoter proximal region sequence-s...",73,2,1.35,184,"0.3940","0.39399"
"185","GO:0001159","core promoter proximal region DNA bindin...",73,2,1.35,185,"0.3940","0.39399"
"186","GO:0001012","RNA polymerase II regulatory region DNA ...",122,3,2.26,186,"0.3952","0.39519"
"187","GO:0019899","enzyme binding",584,12,10.82,187,"0.3973","0.39727"
"188","GO:0008238","exopeptidase activity",27,1,0.5,188,"0.3975","0.39751"
"189","GO:0005057","signal transducer activity, downstream o...",27,1,0.5,189,"0.3975","0.39751"
"190","GO:0002020","protease binding",27,1,0.5,190,"0.3975","0.39751"
"191","GO:0015294","solute:cation symporter activity",27,1,0.5,191,"0.3975","0.39751"
"192","GO:0032550","purine ribonucleoside binding",74,2,1.37,192,"0.4006","0.40058"
"193","GO:0019900","kinase binding",175,4,3.24,193,"0.4086","0.40864"
"194","GO:0032403","protein complex binding",175,4,3.24,194,"0.4086","0.40864"
"195","GO:0046873","metal ion transmembrane transporter acti...",76,2,1.41,195,"0.4137","0.41366"
"196","GO:0032561","guanyl ribonucleotide binding",76,2,1.41,196,"0.4137","0.41366"
"197","GO:0019001","guanyl nucleotide binding",76,2,1.41,197,"0.4137","0.41366"
"198","GO:0032549","ribonucleoside binding",76,2,1.41,198,"0.4137","0.41366"
"199","GO:0001883","purine nucleoside binding",76,2,1.41,199,"0.4137","0.41366"
"200","GO:0042826","histone deacetylase binding",29,1,0.54,200,"0.4198","0.41978"
"201","GO:0045063","T-helper 1 cell differentiation",5,3,0.09,1,"6.2e-05","6.2e-05"
"202","GO:0042088","T-helper 1 type immune response",6,3,0.11,2,"1.00000","0.00012"
"203","GO:0021872","forebrain generation of neurons",6,3,0.11,3,"0.00012","0.00012"
"204","GO:0003014","renal system process",19,4,0.36,4,"0.01636","0.00036"
"205","GO:0006935","chemotaxis",73,7,1.37,5,"0.00038","0.00038"
"206","GO:0042330","taxis",73,7,1.37,6,"1.00000","0.00038"
"207","GO:0002293","alpha-beta T cell differentiation involv...",9,3,0.17,7,"1.00000","0.00049"
"208","GO:0002294","CD4-positive, alpha-beta T cell differen...",9,3,0.17,8,"1.00000","0.00049"
"209","GO:0042093","T-helper cell differentiation",9,3,0.17,9,"1.00000","0.00049"
"210","GO:0002287","alpha-beta T cell activation involved in...",9,3,0.17,10,"1.00000","0.00049"
"211","GO:0045123","cellular extravasation",9,3,0.17,11,"0.00049","0.00049"
"212","GO:0043367","CD4-positive, alpha-beta T cell differen...",10,3,0.19,12,"1.00000","0.00069"
"213","GO:0035710","CD4-positive, alpha-beta T cell activati...",10,3,0.19,13,"1.00000","0.00069"
"214","GO:2000026","regulation of multicellular organismal d...",321,15,6.03,14,"0.02915","0.00073"
"215","GO:0014068","positive regulation of phosphatidylinosi...",12,3,0.23,15,"0.00124","0.00124"
"216","GO:0051155","positive regulation of striated muscle c...",12,3,0.23,16,"0.08831","0.00124"
"217","GO:0002292","T cell differentiation involved in immun...",12,3,0.23,17,"1.00000","0.00124"
"218","GO:0046632","alpha-beta T cell differentiation",12,3,0.23,18,"1.00000","0.00124"
"219","GO:0051146","striated muscle cell differentiation",44,5,0.83,19,"0.02934","0.00125"
"220","GO:0045597","positive regulation of cell differentiat...",144,9,2.7,20,"0.01196","0.00132"
"221","GO:0002376","immune system process",576,21,10.81,21,"0.13593","0.00155"
"222","GO:0051239","regulation of multicellular organismal p...",500,19,9.39,22,"0.09213","0.00169"
"223","GO:0051302","regulation of cell division",29,4,0.54,23,"0.00191","0.00191"
"224","GO:0048699","generation of neurons",249,12,4.67,24,"0.30981","0.00204"
"225","GO:0031345","negative regulation of cell projection o...",31,4,0.58,25,"0.12037","0.00246"
"226","GO:0055017","cardiac muscle tissue growth",15,3,0.28,26,"1.00000","0.00246"
"227","GO:0002286","T cell activation involved in immune res...",15,3,0.28,27,"1.00000","0.00246"
"228","GO:0060419","heart growth",15,3,0.28,28,"1.00000","0.00246"
"229","GO:0032501","multicellular organismal process",1327,37,24.91,29,"0.39950","0.00266"
"230","GO:0046631","alpha-beta T cell activation",16,3,0.3,30,"1.00000","0.00299"
"231","GO:0009653","anatomical structure morphogenesis",446,17,8.37,31,"0.16022","0.00303"
"232","GO:0051128","regulation of cellular component organiz...",529,19,9.93,32,"0.07812","0.00328"
"233","GO:0035640","exploration behavior",5,2,0.09,33,"0.00335","0.00335"
"234","GO:0017145","stem cell division",5,2,0.09,34,"0.00335","0.00335"
"235","GO:0032674","regulation of interleukin-5 production",5,2,0.09,35,"0.00335","0.00335"
"236","GO:0032634","interleukin-5 production",5,2,0.09,36,"1.00000","0.00335"
"237","GO:0045595","regulation of cell differentiation",300,13,5.63,37,"0.09976","0.00338"
"238","GO:0051301","cell division",165,9,3.1,38,"0.40628","0.00339"
"239","GO:0009069","serine family amino acid metabolic proce...",17,3,0.32,39,"0.16892","0.00358"
"240","GO:0010469","regulation of receptor activity",80,6,1.5,40,"0.00359","0.00359"
"241","GO:0006954","inflammatory response",108,7,2.03,41,"0.00381","0.00381"
"242","GO:0009605","response to external stimulus",380,15,7.13,42,"0.67966","0.00397"
"243","GO:0022008","neurogenesis",271,12,5.09,43,"0.39687","0.00412"
"244","GO:0051153","regulation of striated muscle cell diffe...",18,3,0.34,44,"0.18418","0.00424"
"245","GO:0072006","nephron development",18,3,0.34,45,"0.00424","0.00424"
"246","GO:0051094","positive regulation of developmental pro...",206,10,3.87,46,"0.12604","0.00469"
"247","GO:0019722","calcium-mediated signaling",19,3,0.36,47,"0.00496","0.00496"
"248","GO:0032656","regulation of interleukin-13 production",6,2,0.11,48,"0.00497","0.00497"
"249","GO:0032616","interleukin-13 production",6,2,0.11,49,"1.00000","0.00497"
"250","GO:0010863","positive regulation of phospholipase C a...",6,2,0.11,50,"0.00497","0.00497"
"251","GO:1900274","regulation of phospholipase C activity",6,2,0.11,51,"1.00000","0.00497"
"252","GO:0010517","regulation of phospholipase activity",6,2,0.11,52,"1.00000","0.00497"
"253","GO:0010518","positive regulation of phospholipase act...",6,2,0.11,53,"1.00000","0.00497"
"254","GO:0072359","circulatory system development",176,9,3.3,54,"0.74976","0.00521"
"255","GO:0040011","locomotion",279,12,5.24,55,"0.74898","0.00522"
"256","GO:0050793","regulation of developmental process",431,16,8.09,56,"0.23067","0.00532"
"257","GO:0010975","regulation of neuron projection developm...",87,6,1.63,57,"0.10528","0.00543"
"258","GO:0098742","cell-cell adhesion via plasma-membrane a...",20,3,0.38,58,"0.00576","0.00576"
"259","GO:0072089","stem cell proliferation",20,3,0.38,59,"0.00576","0.00576"
"260","GO:0001568","blood vessel development",90,6,1.69,60,"0.00641","0.00641"
"261","GO:0060284","regulation of cell development",150,8,2.82,61,"0.07711","0.00656"
"262","GO:0060038","cardiac muscle cell proliferation",7,2,0.13,62,"0.00687","0.00687"
"263","GO:0034162","toll-like receptor 9 signaling pathway",7,2,0.13,63,"0.00687","0.00687"
"264","GO:0009070","serine family amino acid biosynthetic pr...",7,2,0.13,64,"0.00687","0.00687"
"265","GO:0032633","interleukin-4 production",7,2,0.13,65,"0.00687","0.00687"
"266","GO:0010831","positive regulation of myotube different...",7,2,0.13,66,"0.00687","0.00687"
"267","GO:0060193","positive regulation of lipase activity",7,2,0.13,67,"1.00000","0.00687"
"268","GO:0051149","positive regulation of muscle cell diffe...",22,3,0.41,68,"0.24249","0.00758"
"269","GO:0001944","vasculature development",94,6,1.76,69,"1.00000","0.00790"
"270","GO:0120035","regulation of plasma membrane bounded ce...",124,7,2.33,70,"0.10675","0.00809"
"271","GO:0031344","regulation of cell projection organizati...",125,7,2.35,71,"0.10970","0.00844"
"272","GO:0032101","regulation of response to external stimu...",125,7,2.35,72,"0.00844","0.00844"
"273","GO:0007409","axonogenesis",68,5,1.28,73,"0.00848","0.00848"
"274","GO:0061138","morphogenesis of a branching epithelium",23,3,0.43,74,"0.00860","0.00860"
"275","GO:0050767","regulation of neurogenesis",126,7,2.37,75,"0.11268","0.00881"
"276","GO:0045927","positive regulation of growth",44,4,0.83,76,"0.14018","0.00883"
"277","GO:0055023","positive regulation of cardiac muscle ti...",8,2,0.15,77,"0.00905","0.00905"
"278","GO:1903035","negative regulation of response to wound...",8,2,0.15,78,"0.00905","0.00905"
"279","GO:0060421","positive regulation of heart growth",8,2,0.15,79,"1.00000","0.00905"
"280","GO:0003091","renal water homeostasis",8,2,0.15,80,"0.00905","0.00905"
"281","GO:0072358","cardiovascular system development",97,6,1.82,81,"1.00000","0.00917"
"282","GO:0003008","system process",264,11,4.96,82,"0.04244","0.00947"
"283","GO:0001558","regulation of cell growth",70,5,1.31,83,"0.00957","0.00957"
"284","GO:0030335","positive regulation of cell migration",70,5,1.31,84,"0.00957","0.00957"
"285","GO:0042692","muscle cell differentiation",70,5,1.31,85,"0.10754","0.00957"
"286","GO:0000902","cell morphogenesis",160,8,3,86,"0.22531","0.00958"
"287","GO:0014066","regulation of phosphatidylinositol 3-kin...",24,3,0.45,87,"1.00000","0.00970"
"288","GO:1903034","regulation of response to wounding",24,3,0.45,88,"0.25647","0.00970"
"289","GO:0010977","negative regulation of neuron projection...",24,3,0.45,89,"0.00970","0.00970"
"290","GO:0030182","neuron differentiation",229,10,4.3,90,"0.12902","0.00975"
"291","GO:0048812","neuron projection morphogenesis",99,6,1.86,91,"0.42887","0.01010"
"292","GO:0051240","positive regulation of multicellular org...",267,11,5.01,92,"0.04518","0.01027"
"293","GO:0048666","neuron development",196,9,3.68,93,"0.15583","0.01037"
"294","GO:0030154","cell differentiation",720,22,13.52,94,"0.34838","0.01072"
"295","GO:2000147","positive regulation of cell motility",72,5,1.35,95,"1.00000","0.01074"
"296","GO:0030900","forebrain development",72,5,1.35,96,"0.33562","0.01074"
"297","GO:0001763","morphogenesis of a branching structure",25,3,0.47,97,"1.00000","0.01087"
"298","GO:0048609","multicellular organismal reproductive pr...",164,8,3.08,98,"0.01104","0.01104"
"299","GO:0032504","multicellular organism reproduction",165,8,3.1,99,"0.01143","0.01143"
"300","GO:0007405","neuroblast proliferation",9,2,0.17,100,"0.01150","0.01150"
"301","GO:0014855","striated muscle cell proliferation",9,2,0.17,101,"1.00000","0.01150"
"302","GO:0046622","positive regulation of organ growth",9,2,0.17,102,"1.00000","0.01150"
"303","GO:0071353","cellular response to interleukin-4",9,2,0.17,103,"0.01150","0.01150"
"304","GO:0048066","developmental pigmentation",9,2,0.17,104,"0.01150","0.01150"
"305","GO:0070670","response to interleukin-4",9,2,0.17,105,"0.01150","0.01150"
"306","GO:0120039","plasma membrane bounded cell projection ...",102,6,1.92,106,"0.45913","0.01161"
"307","GO:0051272","positive regulation of cellular componen...",74,5,1.39,107,"1.00000","0.01202"
"308","GO:0016202","regulation of striated muscle tissue dev...",26,3,0.49,108,"0.28357","0.01212"
"309","GO:0048634","regulation of muscle organ development",26,3,0.49,109,"0.28357","0.01212"
"310","GO:0048858","cell projection morphogenesis",103,6,1.93,110,"0.46887","0.01215"
"311","GO:0048638","regulation of developmental growth",49,4,0.92,111,"0.17239","0.01284"
"312","GO:0032496","response to lipopolysaccharide",49,4,0.92,112,"0.01284","0.01284"
"313","GO:0019932","second-messenger-mediated signaling",27,3,0.51,113,"1.00000","0.01346"
"314","GO:1901861","regulation of muscle tissue development",27,3,0.51,114,"0.29675","0.01346"
"315","GO:0032879","regulation of localization",477,16,8.96,115,"0.10459","0.01382"
"316","GO:0061564","axon development",77,5,1.45,116,"1.00000","0.01411"
