"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"87","GO:0015297","antiporter activity",9,1,0.21,87,"0.189","0.1893"
"88","GO:0005215","transporter activity",245,8,5.64,88,"0.450","0.1971"
"89","GO:1990837","sequence-specific double-stranded DNA bi...",101,4,2.32,89,"0.201","0.2012"
"90","GO:0030971","receptor tyrosine kinase binding",10,1,0.23,90,"0.208","0.2080"
"91","GO:0008028","monocarboxylic acid transmembrane transp...",10,1,0.23,91,"0.208","0.2080"
"92","GO:0104005","hijacked molecular function",10,1,0.23,92,"0.208","0.2080"
"93","GO:0001618","virus receptor activity",10,1,0.23,93,"0.208","0.2080"
"94","GO:0050681","androgen receptor binding",10,1,0.23,94,"0.208","0.2080"
"95","GO:0016903","oxidoreductase activity, acting on the a...",10,1,0.23,95,"0.208","0.2080"
"96","GO:0016278","lysine N-methyltransferase activity",10,1,0.23,96,"0.208","0.2080"
"97","GO:0016279","protein-lysine N-methyltransferase activ...",10,1,0.23,97,"0.208","0.2080"
"98","GO:0051117","ATPase binding",10,1,0.23,98,"0.208","0.2080"
"99","GO:0005044","scavenger receptor activity",10,1,0.23,99,"0.208","0.2080"
"100","GO:0042802","identical protein binding",249,8,5.73,100,"0.209","0.2094"
"101","GO:0036094","small molecule binding",404,12,9.3,101,"0.210","0.2096"
"102","GO:0016301","kinase activity",140,5,3.22,102,"0.218","0.2177"
"103","GO:0035639","purine ribonucleoside triphosphate bindi...",290,9,6.67,103,"0.218","0.2177"
"104","GO:0043565","sequence-specific DNA binding",141,5,3.24,104,"0.222","0.2219"
"105","GO:0001077","transcriptional activator activity, RNA ...",39,2,0.9,105,"0.226","0.2258"
"106","GO:0000980","RNA polymerase II distal enhancer sequen...",11,1,0.25,106,"0.226","0.2263"
"107","GO:0048365","Rac GTPase binding",11,1,0.25,107,"0.226","0.2263"
"108","GO:1990782","protein tyrosine kinase binding",11,1,0.25,108,"0.226","0.2263"
"109","GO:0140110","transcription regulator activity",219,7,5.04,109,"0.236","0.2356"
"110","GO:0032555","purine ribonucleotide binding",296,9,6.81,110,"0.236","0.2356"
"111","GO:0046332","SMAD binding",12,1,0.28,111,"0.244","0.2441"
"112","GO:0019955","cytokine binding",12,1,0.28,112,"0.244","0.2441"
"113","GO:0015296","anion:cation symporter activity",12,1,0.28,113,"0.244","0.2441"
"114","GO:0008276","protein methyltransferase activity",12,1,0.28,114,"0.244","0.2441"
"115","GO:0032553","ribonucleotide binding",299,9,6.88,115,"0.245","0.2448"
"116","GO:0008134","transcription factor binding",75,3,1.73,116,"0.248","0.2476"
"117","GO:0017076","purine nucleotide binding",300,9,6.9,117,"0.248","0.2479"
"118","GO:0019899","enzyme binding",340,10,7.82,118,"0.250","0.2498"
"119","GO:0048018","receptor ligand activity",77,3,1.77,119,"0.260","0.2601"
"120","GO:0004860","protein kinase inhibitor activity",13,1,0.3,120,"0.262","0.2616"
"121","GO:0008170","N-methyltransferase activity",13,1,0.3,121,"0.262","0.2616"
"122","GO:0019210","kinase inhibitor activity",13,1,0.3,122,"0.262","0.2616"
"123","GO:0019901","protein kinase binding",79,3,1.82,123,"0.273","0.2727"
"124","GO:0001664","G-protein coupled receptor binding",45,2,1.04,124,"0.277","0.2774"
"125","GO:0005539","glycosaminoglycan binding",45,2,1.04,125,"0.277","0.2774"
"126","GO:0038024","cargo receptor activity",14,1,0.32,126,"0.279","0.2787"
"127","GO:0001158","enhancer sequence-specific DNA binding",14,1,0.32,127,"0.279","0.2787"
"128","GO:0043167","ion binding",973,25,22.39,128,"0.284","0.2842"
"129","GO:0003690","double-stranded DNA binding",118,4,2.72,129,"0.287","0.2869"
"130","GO:0030545","receptor regulator activity",82,3,1.89,130,"0.292","0.2918"
"131","GO:0005524","ATP binding",235,7,5.41,131,"0.294","0.2938"
"132","GO:0003924","GTPase activity",47,2,1.08,132,"0.295","0.2947"
"133","GO:0140030","modification-dependent protein binding",15,1,0.35,133,"0.295","0.2954"
"134","GO:0016773","phosphotransferase activity, alcohol gro...",121,4,2.78,134,"0.303","0.3027"
"135","GO:1901363","heterocyclic compound binding",897,23,20.64,135,"0.303","0.3029"
"136","GO:0022892","substrate-specific transporter activity",199,6,4.58,136,"0.640","0.3067"
"137","GO:0017111","nucleoside-triphosphatase activity",122,4,2.81,137,"0.308","0.3080"
"138","GO:0032559","adenyl ribonucleotide binding",239,7,5.5,138,"0.309","0.3089"
"139","GO:0017016","Ras GTPase binding",85,3,1.96,139,"0.311","0.3109"
"140","GO:0030246","carbohydrate binding",49,2,1.13,140,"0.312","0.3119"
"141","GO:0005102","receptor binding",240,7,5.52,141,"0.313","0.3127"
"142","GO:0019900","kinase binding",86,3,1.98,142,"0.317","0.3173"
"143","GO:0008509","anion transmembrane transporter activity",50,2,1.15,143,"0.320","0.3205"
"144","GO:0031267","small GTPase binding",87,3,2,144,"0.324","0.3237"
"145","GO:0016818","hydrolase activity, acting on acid anhyd...",125,4,2.88,145,"0.324","0.3239"
"146","GO:0016462","pyrophosphatase activity",125,4,2.88,146,"0.324","0.3239"
"147","GO:0030554","adenyl nucleotide binding",243,7,5.59,147,"0.324","0.3242"
"148","GO:0016772","transferase activity, transferring phosp...",164,5,3.77,148,"0.325","0.3249"
"149","GO:0004867","serine-type endopeptidase inhibitor acti...",17,1,0.39,149,"0.328","0.3276"
"150","GO:0016817","hydrolase activity, acting on acid anhyd...",126,4,2.9,150,"0.329","0.3292"
"151","GO:0035326","enhancer binding",18,1,0.41,151,"0.343","0.3432"
"152","GO:0004714","transmembrane receptor protein tyrosine ...",18,1,0.41,152,"0.343","0.3432"
"153","GO:0097159","organic cyclic compound binding",915,23,21.05,153,"0.344","0.3436"
"154","GO:0005262","calcium channel activity",19,1,0.44,154,"0.358","0.3584"
"155","GO:0042826","histone deacetylase binding",19,1,0.44,155,"0.358","0.3584"
"156","GO:0099106","ion channel regulator activity",19,1,0.44,156,"0.358","0.3584"
"157","GO:0035258","steroid hormone receptor binding",19,1,0.44,157,"0.358","0.3584"
"158","GO:0005518","collagen binding",19,1,0.44,158,"0.358","0.3584"
"159","GO:0005201","extracellular matrix structural constitu...",19,1,0.44,159,"0.358","0.3584"
"160","GO:0042626","ATPase activity, coupled to transmembran...",20,1,0.46,160,"0.373","0.3733"
"161","GO:0019199","transmembrane receptor protein kinase ac...",20,1,0.46,161,"0.373","0.3733"
"162","GO:0001085","RNA polymerase II transcription factor b...",20,1,0.46,162,"0.373","0.3733"
"163","GO:0001078","transcriptional repressor activity, RNA ...",20,1,0.46,163,"0.373","0.3733"
"164","GO:0000149","SNARE binding",20,1,0.46,164,"0.373","0.3733"
"165","GO:0001228","transcriptional activator activity, RNA ...",57,2,1.31,165,"0.380","0.3796"
"166","GO:0016740","transferase activity",383,10,8.81,166,"0.385","0.3852"
"167","GO:0016820","hydrolase activity, acting on acid anhyd...",21,1,0.48,167,"0.388","0.3878"
"168","GO:0043492","ATPase activity, coupled to movement of ...",21,1,0.48,168,"0.388","0.3878"
"169","GO:0001882","nucleoside binding",58,2,1.33,169,"0.388","0.3879"
"170","GO:0001883","purine nucleoside binding",58,2,1.33,170,"0.388","0.3879"
"171","GO:0005525","GTP binding",58,2,1.33,171,"0.388","0.3879"
"172","GO:0032550","purine ribonucleoside binding",58,2,1.33,172,"0.388","0.3879"
"173","GO:0022804","active transmembrane transporter activit...",58,2,1.33,173,"0.388","0.3879"
"174","GO:0032549","ribonucleoside binding",58,2,1.33,174,"0.388","0.3879"
"175","GO:0008092","cytoskeletal protein binding",138,4,3.18,175,"0.393","0.3933"
"176","GO:0000166","nucleotide binding",344,9,7.92,176,"0.394","0.3942"
"177","GO:1901265","nucleoside phosphate binding",344,9,7.92,177,"0.394","0.3942"
"178","GO:0005267","potassium channel activity",22,1,0.51,178,"0.402","0.4020"
"179","GO:0015103","inorganic anion transmembrane transporte...",22,1,0.51,179,"0.402","0.4020"
"180","GO:0015085","calcium ion transmembrane transporter ac...",22,1,0.51,180,"0.402","0.4020"
"181","GO:0015294","solute:cation symporter activity",22,1,0.51,181,"0.402","0.4020"
"182","GO:0046943","carboxylic acid transmembrane transporte...",22,1,0.51,182,"0.402","0.4020"
"183","GO:0032561","guanyl ribonucleotide binding",60,2,1.38,183,"0.404","0.4044"
"184","GO:0019001","guanyl nucleotide binding",60,2,1.38,184,"0.404","0.4044"
"185","GO:0015405","P-P-bond-hydrolysis-driven transmembrane...",23,1,0.53,185,"0.416","0.4158"
"186","GO:0030674","protein binding, bridging",23,1,0.53,186,"0.416","0.4158"
"187","GO:0015399","primary active transmembrane transporter...",23,1,0.53,187,"0.416","0.4158"
"188","GO:0016887","ATPase activity",63,2,1.45,188,"0.429","0.4287"
"189","GO:0022853","active ion transmembrane transporter act...",24,1,0.55,189,"0.429","0.4294"
"190","GO:0042393","histone binding",24,1,0.55,190,"0.429","0.4294"
"191","GO:0015293","symporter activity",24,1,0.55,191,"0.429","0.4294"
"192","GO:0000287","magnesium ion binding",24,1,0.55,192,"0.429","0.4294"
"193","GO:0002020","protease binding",24,1,0.55,193,"0.429","0.4294"
"194","GO:0051020","GTPase binding",104,3,2.39,194,"0.432","0.4315"
"195","GO:0005342","organic acid transmembrane transporter a...",25,1,0.58,195,"0.443","0.4426"
"196","GO:0015079","potassium ion transmembrane transporter ...",25,1,0.58,196,"0.443","0.4426"
"197","GO:0005198","structural molecule activity",106,3,2.44,197,"0.444","0.4439"
"198","GO:0005515","protein binding",1823,43,41.95,198,"0.446","0.4462"
"199","GO:0035257","nuclear hormone receptor binding",26,1,0.6,199,"0.456","0.4556"
"200","GO:0008757","S-adenosylmethionine-dependent methyltra...",26,1,0.6,200,"0.456","0.4556"
"201","GO:0007399","nervous system development",374,22,9,1,"0.00838","2.9e-05"
"202","GO:1902803","regulation of synaptic vesicle transport",14,4,0.34,2,"0.00026","0.00026"
"203","GO:0006814","sodium ion transport",42,6,1.01,3,"0.27306","0.00041"
"204","GO:0035725","sodium ion transmembrane transport",28,5,0.67,4,"0.00044","0.00044"
"205","GO:0050804","modulation of chemical synaptic transmis...",61,7,1.47,5,"0.39080","0.00053"
"206","GO:0007275","multicellular organism development",835,33,20.09,6,"0.56662","0.00060"
"207","GO:0048856","anatomical structure development",914,35,21.99,7,"0.46279","0.00065"
"208","GO:0003002","regionalization",51,6,1.23,8,"0.05573","0.00119"
"209","GO:0032835","glomerulus development",10,3,0.24,9,"0.00142","0.00142"
"210","GO:0098916","anterograde trans-synaptic signaling",117,9,2.82,10,"0.24893","0.00163"
"211","GO:0007268","chemical synaptic transmission",117,9,2.82,11,"0.24893","0.00163"
"212","GO:0099536","synaptic signaling",119,9,2.86,12,"0.26101","0.00184"
"213","GO:0099537","trans-synaptic signaling",119,9,2.86,13,"0.26101","0.00184"
"214","GO:0032501","multicellular organismal process",1121,39,26.97,14,"0.41222","0.00190"
"215","GO:0001843","neural tube closure",11,3,0.26,15,"0.00191","0.00191"
"216","GO:0060606","tube closure",11,3,0.26,16,"1.00000","0.00191"
"217","GO:0021915","neural tube development",23,4,0.55,17,"0.24462","0.00192"
"218","GO:0032502","developmental process",975,35,23.46,18,"0.61911","0.00243"
"219","GO:0032879","regulation of localization",415,19,9.99,19,"0.04961","0.00302"
"220","GO:0007369","gastrulation",26,4,0.63,20,"0.00307","0.00307"
"221","GO:0014020","primary neural tube formation",13,3,0.31,21,"1.00000","0.00320"
"222","GO:0009953","dorsal/ventral pattern formation",13,3,0.31,22,"0.00320","0.00320"
"223","GO:0007423","sensory organ development",107,8,2.57,23,"0.33368","0.00360"
"224","GO:0048731","system development",731,28,17.59,24,"0.83745","0.00360"
"225","GO:0046928","regulation of neurotransmitter secretion",14,3,0.34,25,"0.00401","0.00401"
"226","GO:0001841","neural tube formation",14,3,0.34,26,"1.00000","0.00401"
"227","GO:0098693","regulation of synaptic vesicle cycle",14,3,0.34,27,"0.00401","0.00401"
"228","GO:0071300","cellular response to retinoic acid",14,3,0.34,28,"0.00401","0.00401"
"229","GO:0048489","synaptic vesicle transport",28,4,0.67,29,"1.00000","0.00405"
"230","GO:0097480","establishment of synaptic vesicle locali...",28,4,0.67,30,"1.00000","0.00405"
"231","GO:0099003","vesicle-mediated transport in synapse",28,4,0.67,31,"1.00000","0.00405"
"232","GO:0043010","camera-type eye development",66,6,1.59,32,"0.00451","0.00451"
"233","GO:0022008","neurogenesis",245,13,5.9,33,"0.10633","0.00460"
"234","GO:0097479","synaptic vesicle localization",29,4,0.7,34,"1.00000","0.00462"
"235","GO:0048167","regulation of synaptic plasticity",29,4,0.7,35,"0.00462","0.00462"
"236","GO:0051960","regulation of nervous system development",137,9,3.3,36,"0.21556","0.00483"
"237","GO:0098727","maintenance of cell number",15,3,0.36,37,"1.00000","0.00492"
"238","GO:0019827","stem cell population maintenance",15,3,0.36,38,"0.00492","0.00492"
"239","GO:0036342","post-anal tail morphogenesis",5,2,0.12,39,"0.00544","0.00544"
"240","GO:1902116","negative regulation of organelle assembl...",5,2,0.12,40,"0.00544","0.00544"
"241","GO:0001838","embryonic epithelial tube formation",16,3,0.38,41,"1.00000","0.00596"
"242","GO:0051588","regulation of neurotransmitter transport",16,3,0.38,42,"1.00000","0.00596"
"243","GO:0050767","regulation of neurogenesis",118,8,2.84,43,"0.36417","0.00655"
"244","GO:0048699","generation of neurons",229,12,5.51,44,"0.16515","0.00725"
"245","GO:0007389","pattern specification process",74,6,1.78,45,"0.16495","0.00792"
"246","GO:0050922","negative regulation of chemotaxis",6,2,0.14,46,"0.00804","0.00804"
"247","GO:0090596","sensory organ morphogenesis",53,5,1.28,47,"0.00814","0.00814"
"248","GO:0071229","cellular response to acid chemical",34,4,0.82,48,"0.37423","0.00824"
"249","GO:0045664","regulation of neuron differentiation",98,7,2.36,49,"0.00829","0.00829"
"250","GO:0072175","epithelial tube formation",18,3,0.43,50,"1.00000","0.00839"
"251","GO:0001654","eye development",75,6,1.8,51,"1.00000","0.00845"
"252","GO:0007154","cell communication",1004,34,24.16,52,"0.05030","0.00867"
"253","GO:0048646","anatomical structure formation involved ...",151,9,3.63,53,"0.10079","0.00910"
"254","GO:0035148","tube formation",19,3,0.46,54,"1.00000","0.00979"
"255","GO:0030182","neuron differentiation",209,11,5.03,55,"0.23346","0.00989"
"256","GO:0043588","skin development",56,5,1.35,56,"0.01025","0.01025"
"257","GO:0048666","neuron development",182,10,4.38,57,"0.01045","0.01045"
"258","GO:0030154","cell differentiation",605,23,14.56,58,"0.08430","0.01100"
"259","GO:0048869","cellular developmental process",641,24,15.42,59,"0.08005","0.01106"
"260","GO:0043457","regulation of cellular respiration",7,2,0.17,60,"0.01108","0.01108"
"261","GO:0035019","somatic stem cell population maintenance",7,2,0.17,61,"0.01108","0.01108"
"262","GO:0060425","lung morphogenesis",7,2,0.17,62,"0.01108","0.01108"
"263","GO:0007267","cell-cell signaling",274,13,6.59,63,"0.26260","0.01171"
"264","GO:0008544","epidermis development",58,5,1.4,64,"0.01185","0.01185"
"265","GO:0060284","regulation of cell development",135,8,3.25,65,"0.56849","0.01433"
"266","GO:0045197","establishment or maintenance of epitheli...",8,2,0.19,66,"0.01454","0.01454"
"267","GO:0035088","establishment or maintenance of apical/b...",8,2,0.19,67,"0.01454","0.01454"
"268","GO:0019228","neuronal action potential",8,2,0.19,68,"0.01454","0.01454"
"269","GO:0061245","establishment or maintenance of bipolar ...",8,2,0.19,69,"0.01454","0.01454"
"270","GO:0009653","anatomical structure morphogenesis",411,17,9.89,70,"0.40847","0.01458"
"271","GO:0031175","neuron projection development",163,9,3.92,71,"0.01465","0.01465"
"272","GO:0001704","formation of primary germ layer",22,3,0.53,72,"0.01478","0.01478"
"273","GO:0072006","nephron development",22,3,0.53,73,"1.00000","0.01478"
"274","GO:0016331","morphogenesis of embryonic epithelium",22,3,0.53,74,"1.00000","0.01478"
"275","GO:0023052","signaling",998,33,24.01,75,"0.07865","0.01512"
"276","GO:0048468","cell development",318,14,7.65,76,"0.21541","0.01656"
"277","GO:0048593","camera-type eye morphogenesis",23,3,0.55,77,"0.01671","0.01671"
"278","GO:0000422","autophagy of mitochondrion",9,2,0.22,78,"0.01841","0.01841"
"279","GO:1903008","organelle disassembly",9,2,0.22,79,"0.01841","0.01841"
"280","GO:0086010","membrane depolarization during action po...",9,2,0.22,80,"0.01841","0.01841"
"281","GO:0002011","morphogenesis of an epithelial sheet",9,2,0.22,81,"0.01841","0.01841"
"282","GO:2000378","negative regulation of reactive oxygen s...",9,2,0.22,82,"0.01841","0.01841"
"283","GO:2000300","regulation of synaptic vesicle exocytosi...",9,2,0.22,83,"0.01841","0.01841"
"284","GO:0060411","cardiac septum morphogenesis",9,2,0.22,84,"0.01841","0.01841"
"285","GO:0061726","mitochondrion disassembly",9,2,0.22,85,"0.01841","0.01841"
"286","GO:0060113","inner ear receptor cell differentiation",9,2,0.22,86,"0.01841","0.01841"
"287","GO:0032526","response to retinoic acid",24,3,0.58,87,"1.00000","0.01877"
"288","GO:0045185","maintenance of protein location",24,3,0.58,88,"0.01877","0.01877"
"289","GO:0015672","monovalent inorganic cation transport",91,6,2.19,89,"0.76506","0.02072"
"290","GO:0099504","synaptic vesicle cycle",25,3,0.6,90,"1.00000","0.02097"
"291","GO:0099643","signal release from synapse",25,3,0.6,91,"1.00000","0.02097"
"292","GO:0007269","neurotransmitter secretion",25,3,0.6,92,"1.00000","0.02097"
"293","GO:0035295","tube development",92,6,2.21,93,"0.28652","0.02176"
"294","GO:0070301","cellular response to hydrogen peroxide",10,2,0.24,94,"0.02266","0.02266"
"295","GO:0000045","autophagosome assembly",10,2,0.24,95,"0.02266","0.02266"
"296","GO:0048598","embryonic morphogenesis",93,6,2.24,96,"0.73703","0.02283"
"297","GO:0006935","chemotaxis",93,6,2.24,97,"0.14404","0.02283"
"298","GO:0042330","taxis",93,6,2.24,98,"0.14404","0.02283"
"299","GO:0043065","positive regulation of apoptotic process",94,6,2.26,99,"0.02393","0.02393"
"300","GO:0043068","positive regulation of programmed cell d...",95,6,2.29,100,"0.02507","0.02507"
"301","GO:0099531","presynaptic process involved in chemical...",27,3,0.65,101,"1.00000","0.02577"
"302","GO:0031330","negative regulation of cellular cataboli...",27,3,0.65,102,"0.02577","0.02577"
"303","GO:0060429","epithelium development",180,9,4.33,103,"0.19141","0.02641"
"304","GO:1905037","autophagosome organization",11,2,0.26,104,"0.02727","0.02727"
"305","GO:0042490","mechanoreceptor differentiation",11,2,0.26,105,"0.02727","0.02727"
"306","GO:0060135","maternal process involved in female preg...",11,2,0.26,106,"0.02727","0.02727"
"307","GO:0052547","regulation of peptidase activity",72,5,1.73,107,"0.02797","0.02797"
"308","GO:0007155","cell adhesion",212,10,5.1,108,"0.02801","0.02801"
"309","GO:0051650","establishment of vesicle localization",49,4,1.18,109,"1.00000","0.02878"
"310","GO:0007178","transmembrane receptor protein serine/th...",49,4,1.18,110,"0.02878","0.02878"
"311","GO:0022610","biological adhesion",213,10,5.13,111,"0.02883","0.02883"
"312","GO:0065007","biological regulation",1851,52,44.54,112,"0.19278","0.02885"
"313","GO:0001706","endoderm formation",12,2,0.29,113,"0.03222","0.03222"
"314","GO:0000266","mitochondrial fission",12,2,0.29,114,"0.03222","0.03222"
"315","GO:0045445","myoblast differentiation",12,2,0.29,115,"0.03222","0.03222"
"316","GO:0090101","negative regulation of transmembrane rec...",12,2,0.29,116,"0.03222","0.03222"
"317","GO:0140029","exocytic process",12,2,0.29,117,"0.03222","0.03222"
"318","GO:0042391","regulation of membrane potential",75,5,1.8,118,"0.03266","0.03266"
"319","GO:0010942","positive regulation of cell death",101,6,2.43,119,"0.03269","0.03269"
"320","GO:0051648","vesicle localization",51,4,1.23,120,"1.00000","0.03276"
"321","GO:0009799","specification of symmetry",30,3,0.72,121,"0.03400","0.03400"
"322","GO:0001508","action potential",30,3,0.72,122,"0.03400","0.03400"
"323","GO:0009855","determination of bilateral symmetry",30,3,0.72,123,"0.03400","0.03400"
"324","GO:0050900","leukocyte migration",52,4,1.25,124,"0.03486","0.03486"
"325","GO:0120035","regulation of plasma membrane bounded ce...",103,6,2.48,125,"0.03553","0.03553"
"326","GO:0048592","eye morphogenesis",31,3,0.75,126,"0.03701","0.03701"
