"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"52","GO:0004622","lysophospholipase activity",5,1,0.1,52,"0.0969","0.0969"
"53","GO:0008821","crossover junction endodeoxyribonuclease...",5,1,0.1,53,"0.0969","0.0969"
"54","GO:0004623","phospholipase A2 activity",5,1,0.1,54,"0.0969","0.0969"
"55","GO:0102567","phospholipase A2 activity (consuming 1,2...",5,1,0.1,55,"0.0969","0.0969"
"56","GO:0102568","phospholipase A2 activity consuming 1,2-...",5,1,0.1,56,"0.0969","0.0969"
"57","GO:0035586","purinergic receptor activity",5,1,0.1,57,"0.0969","0.0969"
"58","GO:0042287","MHC protein binding",5,1,0.1,58,"0.0969","0.0969"
"59","GO:0023023","MHC protein complex binding",5,1,0.1,59,"0.0969","0.0969"
"60","GO:0005216","ion channel activity",56,3,1.13,60,"0.1021","0.1021"
"61","GO:0016791","phosphatase activity",57,3,1.15,61,"0.6455","0.1063"
"62","GO:0022838","substrate-specific channel activity",58,3,1.17,62,"0.1105","0.1105"
"63","GO:0022892","substrate-specific transporter activity",204,7,4.11,63,"0.1140","0.1140"
"64","GO:0004713","protein tyrosine kinase activity",29,2,0.58,64,"1.0000","0.1148"
"65","GO:0019212","phosphatase inhibitor activity",6,1,0.12,65,"0.1151","0.1151"
"66","GO:1904680","peptide transmembrane transporter activi...",6,1,0.12,66,"0.1151","0.1151"
"67","GO:0005231","excitatory extracellular ligand-gated io...",6,1,0.12,67,"0.1151","0.1151"
"68","GO:0017080","sodium channel regulator activity",6,1,0.12,68,"0.1151","0.1151"
"69","GO:0004864","protein phosphatase inhibitor activity",6,1,0.12,69,"0.1151","0.1151"
"70","GO:0015145","monosaccharide transmembrane transporter...",6,1,0.12,70,"0.1151","0.1151"
"71","GO:0015149","hexose transmembrane transporter activit...",6,1,0.12,71,"0.1151","0.1151"
"72","GO:0005355","glucose transmembrane transporter activi...",6,1,0.12,72,"0.1151","0.1151"
"73","GO:0005452","inorganic anion exchanger activity",6,1,0.12,73,"0.1151","0.1151"
"74","GO:0140096","catalytic activity, acting on a protein",499,14,10.06,74,"0.4514","0.1199"
"75","GO:0022857","transmembrane transporter activity",168,6,3.39,75,"0.1204","0.1204"
"76","GO:0017124","SH3 domain binding",30,2,0.6,76,"0.1215","0.1215"
"77","GO:0004857","enzyme inhibitor activity",61,3,1.23,77,"0.6664","0.1237"
"78","GO:0015267","channel activity",62,3,1.25,78,"0.1282","0.1282"
"79","GO:0022803","passive transmembrane transporter activi...",62,3,1.25,79,"0.1282","0.1282"
"80","GO:0099516","ion antiporter activity",7,1,0.14,80,"0.1330","0.1330"
"81","GO:0035250","UDP-galactosyltransferase activity",7,1,0.14,81,"0.1330","0.1330"
"82","GO:0019200","carbohydrate kinase activity",7,1,0.14,82,"0.1330","0.1330"
"83","GO:0008378","galactosyltransferase activity",7,1,0.14,83,"0.1330","0.1330"
"84","GO:0005086","ARF guanyl-nucleotide exchange factor ac...",7,1,0.14,84,"0.1330","0.1330"
"85","GO:0015248","sterol transporter activity",7,1,0.14,85,"0.1330","0.1330"
"86","GO:0042887","amide transmembrane transporter activity",7,1,0.14,86,"0.1330","0.1330"
"87","GO:0046873","metal ion transmembrane transporter acti...",64,3,1.29,87,"0.1374","0.1374"
"88","GO:0008324","cation transmembrane transporter activit...",100,4,2.02,88,"0.1412","0.1412"
"89","GO:0004519","endonuclease activity",33,2,0.67,89,"1.0000","0.1420"
"90","GO:0005154","epidermal growth factor receptor binding",8,1,0.16,90,"0.1505","0.1505"
"91","GO:0030971","receptor tyrosine kinase binding",8,1,0.16,91,"0.1505","0.1505"
"92","GO:0015297","antiporter activity",8,1,0.16,92,"0.1505","0.1505"
"93","GO:0015459","potassium channel regulator activity",8,1,0.16,93,"0.1505","0.1505"
"94","GO:0050661","NADP binding",8,1,0.16,94,"0.1505","0.1505"
"95","GO:1990782","protein tyrosine kinase binding",8,1,0.16,95,"0.1505","0.1505"
"96","GO:0005249","voltage-gated potassium channel activity",8,1,0.16,96,"0.1505","0.1505"
"97","GO:0098531","transcription factor activity, direct li...",8,1,0.16,97,"0.1505","0.1505"
"98","GO:0072341","modified amino acid binding",8,1,0.16,98,"0.1505","0.1505"
"99","GO:0004879","nuclear receptor activity",8,1,0.16,99,"0.1505","0.1505"
"100","GO:0016881","acid-amino acid ligase activity",8,1,0.16,100,"0.1505","0.1505"
"101","GO:0019901","protein kinase binding",143,5,2.88,101,"0.1596","0.1596"
"102","GO:0005230","extracellular ligand-gated ion channel a...",9,1,0.18,102,"0.1677","0.1677"
"103","GO:0015144","carbohydrate transmembrane transporter a...",9,1,0.18,103,"0.1677","0.1677"
"104","GO:0051119","sugar transmembrane transporter activity",9,1,0.18,104,"0.1677","0.1677"
"105","GO:0098772","molecular function regulator",354,10,7.14,105,"0.3726","0.1703"
"106","GO:0003707","steroid hormone receptor activity",10,1,0.2,106,"0.1845","0.1845"
"107","GO:0005546","phosphatidylinositol-4,5-bisphosphate bi...",10,1,0.2,107,"0.1845","0.1845"
"108","GO:0042562","hormone binding",10,1,0.2,108,"0.1845","0.1845"
"109","GO:0005543","phospholipid binding",74,3,1.49,109,"0.1863","0.1863"
"110","GO:0046983","protein dimerization activity",236,7,4.76,110,"0.1950","0.1950"
"111","GO:0032403","protein complex binding",154,5,3.1,111,"0.5565","0.1972"
"112","GO:0008234","cysteine-type peptidase activity",41,2,0.83,112,"0.1997","0.1997"
"113","GO:0016877","ligase activity, forming carbon-sulfur b...",11,1,0.22,113,"0.2010","0.2010"
"114","GO:0032934","sterol binding",11,1,0.22,114,"0.2010","0.2010"
"115","GO:0015296","anion:cation symporter activity",11,1,0.22,115,"0.2010","0.2010"
"116","GO:0015485","cholesterol binding",11,1,0.22,116,"0.2010","0.2010"
"117","GO:0016597","amino acid binding",11,1,0.22,117,"0.2010","0.2010"
"118","GO:0019900","kinase binding",157,5,3.17,118,"0.2080","0.2080"
"119","GO:0022836","gated channel activity",43,2,0.87,119,"0.2145","0.2145"
"120","GO:0022843","voltage-gated cation channel activity",12,1,0.24,120,"0.2171","0.2171"
"121","GO:0051117","ATPase binding",12,1,0.24,121,"0.2171","0.2171"
"122","GO:0022890","inorganic cation transmembrane transport...",82,3,1.65,122,"0.2283","0.2283"
"123","GO:0099106","ion channel regulator activity",13,1,0.26,123,"0.2330","0.2330"
"124","GO:0003777","microtubule motor activity",13,1,0.26,124,"0.2330","0.2330"
"125","GO:0004812","aminoacyl-tRNA ligase activity",13,1,0.26,125,"0.2330","0.2330"
"126","GO:0003779","actin binding",84,3,1.69,126,"0.2391","0.2391"
"127","GO:0005096","GTPase activator activity",85,3,1.71,127,"0.2445","0.2445"
"128","GO:0019887","protein kinase regulator activity",47,2,0.95,128,"1.0000","0.2445"
"129","GO:0005267","potassium channel activity",14,1,0.28,129,"0.2485","0.2485"
"130","GO:0140034","methylation-dependent protein binding",14,1,0.28,130,"0.2485","0.2485"
"131","GO:0035064","methylated histone binding",14,1,0.28,131,"0.2485","0.2485"
"132","GO:0008017","microtubule binding",48,2,0.97,132,"0.2521","0.2521"
"133","GO:0019207","kinase regulator activity",49,2,0.99,133,"1.0000","0.2596"
"134","GO:0043178","alcohol binding",15,1,0.3,134,"0.2637","0.2637"
"135","GO:0043167","ion binding",1244,28,25.08,135,"0.7796","0.2673"
"136","GO:0005215","transporter activity",260,7,5.24,136,"0.2678","0.2678"
"137","GO:0008092","cytoskeletal protein binding",174,5,3.51,137,"0.2724","0.2724"
"138","GO:0005262","calcium channel activity",16,1,0.32,138,"0.2786","0.2786"
"139","GO:0015079","potassium ion transmembrane transporter ...",16,1,0.32,139,"0.2786","0.2786"
"140","GO:0030695","GTPase regulator activity",93,3,1.87,140,"0.2886","0.2886"
"141","GO:0001228","transcriptional activator activity, RNA ...",53,2,1.07,141,"0.2898","0.2898"
"142","GO:0015075","ion transmembrane transporter activity",136,4,2.74,142,"0.2932","0.2932"
"143","GO:0019888","protein phosphatase regulator activity",17,1,0.34,143,"0.2932","0.2932"
"144","GO:0030234","enzyme regulator activity",225,6,4.54,144,"0.6317","0.2994"
"145","GO:0015077","monovalent inorganic cation transmembran...",55,2,1.11,145,"0.3049","0.3049"
"146","GO:0070851","growth factor receptor binding",18,1,0.36,146,"0.3076","0.3076"
"147","GO:0004518","nuclease activity",56,2,1.13,147,"1.0000","0.3124"
"148","GO:0016887","ATPase activity",98,3,1.98,148,"0.3165","0.3165"
"149","GO:0044325","ion channel binding",19,1,0.38,149,"0.3216","0.3216"
"150","GO:0004702","signal transducer, downstream of recepto...",19,1,0.38,150,"0.3216","0.3216"
"151","GO:0140097","catalytic activity, acting on DNA",58,2,1.17,151,"1.0000","0.3273"
"152","GO:0031625","ubiquitin protein ligase binding",59,2,1.19,152,"0.3348","0.3348"
"153","GO:0004843","thiol-dependent ubiquitin-specific prote...",20,1,0.4,153,"0.3353","0.3353"
"154","GO:0019208","phosphatase regulator activity",20,1,0.4,154,"0.3353","0.3353"
"155","GO:0030165","PDZ domain binding",20,1,0.4,155,"0.3353","0.3353"
"156","GO:0022834","ligand-gated channel activity",20,1,0.4,156,"0.3353","0.3353"
"157","GO:0015276","ligand-gated ion channel activity",20,1,0.4,157,"0.3353","0.3353"
"158","GO:0060589","nucleoside-triphosphatase regulator acti...",103,3,2.08,158,"0.3444","0.3444"
"159","GO:0015103","inorganic anion transmembrane transporte...",21,1,0.42,159,"0.3488","0.3488"
"160","GO:0015085","calcium ion transmembrane transporter ac...",21,1,0.42,160,"0.3488","0.3488"
"161","GO:0008081","phosphoric diester hydrolase activity",21,1,0.42,161,"0.3488","0.3488"
"162","GO:0003774","motor activity",21,1,0.42,162,"0.3488","0.3488"
"163","GO:0019904","protein domain specific binding",149,4,3,163,"0.3535","0.3535"
"164","GO:0015631","tubulin binding",62,2,1.25,164,"0.3570","0.3570"
"165","GO:0008238","exopeptidase activity",22,1,0.44,165,"0.3620","0.3620"
"166","GO:1902936","phosphatidylinositol bisphosphate bindin...",22,1,0.44,166,"0.3620","0.3620"
"167","GO:0044389","ubiquitin-like protein ligase binding",64,2,1.29,167,"0.3717","0.3717"
"168","GO:0015294","solute:cation symporter activity",23,1,0.46,168,"0.3750","0.3750"
"169","GO:0005244","voltage-gated ion channel activity",23,1,0.46,169,"0.3750","0.3750"
"170","GO:0022832","voltage-gated channel activity",23,1,0.46,170,"0.3750","0.3750"
"171","GO:0044877","macromolecular complex binding",204,5,4.11,171,"0.7527","0.3939"
"172","GO:0051020","GTPase binding",158,4,3.19,172,"0.3955","0.3955"
"173","GO:0019838","growth factor binding",25,1,0.5,173,"0.4001","0.4001"
"174","GO:0052689","carboxylic ester hydrolase activity",25,1,0.5,174,"0.4001","0.4001"
"175","GO:0036459","thiol-dependent ubiquitinyl hydrolase ac...",25,1,0.5,175,"0.4001","0.4001"
"176","GO:0101005","ubiquitinyl hydrolase activity",25,1,0.5,176,"0.4001","0.4001"
"177","GO:0022804","active transmembrane transporter activit...",68,2,1.37,177,"0.4006","0.4006"
"178","GO:0015081","sodium ion transmembrane transporter act...",26,1,0.52,178,"0.4123","0.4123"
"179","GO:0005125","cytokine activity",26,1,0.52,179,"0.4123","0.4123"
"180","GO:0072509","divalent inorganic cation transmembrane ...",26,1,0.52,180,"0.4123","0.4123"
"181","GO:0031406","carboxylic acid binding",26,1,0.52,181,"0.4123","0.4123"
"182","GO:0043177","organic acid binding",26,1,0.52,182,"0.4123","0.4123"
"183","GO:0000981","RNA polymerase II transcription factor a...",117,3,2.36,183,"0.4220","0.4220"
"184","GO:0042803","protein homodimerization activity",164,4,3.31,184,"0.4233","0.4233"
"185","GO:0015293","symporter activity",27,1,0.54,185,"0.4242","0.4242"
"186","GO:0005057","signal transducer activity, downstream o...",27,1,0.54,186,"0.4242","0.4242"
"187","GO:0019783","ubiquitin-like protein-specific protease...",27,1,0.54,187,"0.4242","0.4242"
"188","GO:0019899","enzyme binding",499,11,10.06,188,"0.4247","0.4247"
"189","GO:0015405","P-P-bond-hydrolysis-driven transmembrane...",28,1,0.56,189,"0.4359","0.4359"
"190","GO:0015399","primary active transmembrane transporter...",28,1,0.56,190,"0.4359","0.4359"
"191","GO:0042626","ATPase activity, coupled to transmembran...",28,1,0.56,191,"0.4359","0.4359"
"192","GO:0004252","serine-type endopeptidase activity",28,1,0.56,192,"0.4359","0.4359"
"193","GO:0031072","heat shock protein binding",28,1,0.56,193,"0.4359","0.4359"
"194","GO:0016820","hydrolase activity, acting on acid anhyd...",29,1,0.58,194,"0.4474","0.4474"
"195","GO:0022853","active ion transmembrane transporter act...",29,1,0.58,195,"0.4474","0.4474"
"196","GO:0008194","UDP-glycosyltransferase activity",29,1,0.58,196,"0.4474","0.4474"
"197","GO:0005319","lipid transporter activity",30,1,0.6,197,"0.4586","0.4586"
"198","GO:0140101","catalytic activity, acting on a tRNA",30,1,0.6,198,"0.4586","0.4586"
"199","GO:0004930","G-protein coupled receptor activity",77,2,1.55,199,"0.4634","0.4634"
"200","GO:0008236","serine-type peptidase activity",31,1,0.62,200,"0.4696","0.4696"
"201","GO:0010524","positive regulation of calcium ion trans...",6,2,0.12,1,"0.0053","0.0053"
"202","GO:0035335","peptidyl-tyrosine dephosphorylation",20,3,0.39,2,"0.0063","0.0063"
"203","GO:0060402","calcium ion transport into cytosol",20,3,0.39,3,"0.2339","0.0063"
"204","GO:0017157","regulation of exocytosis",40,4,0.78,4,"0.0070","0.0070"
"205","GO:1903530","regulation of secretion by cell",120,7,2.33,5,"0.1814","0.0078"
"206","GO:0097194","execution phase of apoptosis",22,3,0.43,6,"0.0082","0.0082"
"207","GO:1901184","regulation of ERBB signaling pathway",22,3,0.43,7,"1.0000","0.0082"
"208","GO:0042058","regulation of epidermal growth factor re...",22,3,0.43,8,"0.0082","0.0082"
"209","GO:0051046","regulation of secretion",123,7,2.38,9,"0.1954","0.0089"
"210","GO:0060401","cytosolic calcium ion transport",23,3,0.45,10,"0.2765","0.0093"
"211","GO:0009395","phospholipid catabolic process",8,2,0.16,11,"0.0096","0.0096"
"212","GO:0071548","response to dexamethasone",9,2,0.17,12,"0.0122","0.0122"
"213","GO:0007173","epidermal growth factor receptor signali...",28,3,0.54,13,"1.0000","0.0161"
"214","GO:0031960","response to corticosteroid",29,3,0.56,14,"0.0177","0.0177"
"215","GO:0030262","apoptotic nuclear changes",11,2,0.21,15,"0.0182","0.0182"
"216","GO:0070373","negative regulation of ERK1 and ERK2 cas...",11,2,0.21,16,"0.0182","0.0182"
"217","GO:0046503","glycerolipid catabolic process",11,2,0.21,17,"0.0182","0.0182"
"218","GO:0038127","ERBB signaling pathway",31,3,0.6,18,"1.0000","0.0212"
"219","GO:0010522","regulation of calcium ion transport into...",12,2,0.23,19,"1.0000","0.0215"
"220","GO:0097755","positive regulation of blood vessel diam...",12,2,0.23,20,"0.0215","0.0215"
"221","GO:0071384","cellular response to corticosteroid stim...",12,2,0.23,21,"0.0215","0.0215"
"222","GO:0006921","cellular component disassembly involved ...",12,2,0.23,22,"0.0215","0.0215"
"223","GO:0032940","secretion by cell",263,10,5.1,23,"0.2248","0.0281"
"224","GO:0006312","mitotic recombination",14,2,0.27,24,"0.0290","0.0290"
"225","GO:0030101","natural killer cell activation",15,2,0.29,25,"0.0330","0.0330"
"226","GO:0097164","ammonium ion metabolic process",37,3,0.72,26,"0.0338","0.0338"
"227","GO:0070372","regulation of ERK1 and ERK2 cascade",38,3,0.74,27,"0.0362","0.0362"
"228","GO:2001057","reactive nitrogen species metabolic proc...",16,2,0.31,28,"0.0373","0.0373"
"229","GO:0046209","nitric oxide metabolic process",16,2,0.31,29,"0.0373","0.0373"
"230","GO:0007169","transmembrane receptor protein tyrosine ...",130,6,2.52,30,"0.3259","0.0384"
"231","GO:0061097","regulation of protein tyrosine kinase ac...",17,2,0.33,31,"0.0417","0.0417"
"232","GO:0098655","cation transmembrane transport",134,6,2.6,32,"0.0436","0.0436"
"233","GO:0070371","ERK1 and ERK2 cascade",41,3,0.79,33,"0.0439","0.0439"
"234","GO:0060627","regulation of vesicle-mediated transport",102,5,1.98,34,"0.6874","0.0461"
"235","GO:0071901","negative regulation of protein serine/th...",18,2,0.35,35,"0.0464","0.0464"
"236","GO:0097553","calcium ion transmembrane import into cy...",18,2,0.35,36,"0.0464","0.0464"
"237","GO:0007204","positive regulation of cytosolic calcium...",42,3,0.81,37,"0.4972","0.0466"
"238","GO:0046903","secretion",287,10,5.56,38,"0.3010","0.0472"
"239","GO:0051480","regulation of cytosolic calcium ion conc...",44,3,0.85,39,"0.5161","0.0524"
"240","GO:0030072","peptide hormone secretion",44,3,0.85,40,"0.0524","0.0524"
"241","GO:0072593","reactive oxygen species metabolic proces...",45,3,0.87,41,"0.0554","0.0554"
"242","GO:0051928","positive regulation of calcium ion trans...",20,2,0.39,42,"1.0000","0.0562"
"243","GO:0035296","regulation of tube diameter",20,2,0.39,43,"0.0562","0.0562"
"244","GO:1904019","epithelial cell apoptotic process",20,2,0.39,44,"0.0562","0.0562"
"245","GO:0048013","ephrin receptor signaling pathway",20,2,0.39,45,"0.0562","0.0562"
"246","GO:0097746","regulation of blood vessel diameter",20,2,0.39,46,"0.0562","0.0562"
"247","GO:0030001","metal ion transport",144,6,2.79,47,"0.2605","0.0583"
"248","GO:0035150","regulation of tube size",21,2,0.41,48,"0.0613","0.0613"
"249","GO:2000379","positive regulation of reactive oxygen s...",21,2,0.41,49,"0.0613","0.0613"
"250","GO:0050880","regulation of blood vessel size",21,2,0.41,50,"0.0613","0.0613"
"251","GO:0001508","action potential",21,2,0.41,51,"0.0613","0.0613"
"252","GO:0045321","leukocyte activation",222,8,4.3,52,"0.0626","0.0626"
"253","GO:0023061","signal release",78,4,1.51,53,"0.0630","0.0630"
"254","GO:0001933","negative regulation of protein phosphory...",78,4,1.51,54,"0.0630","0.0630"
"255","GO:0046777","protein autophosphorylation",48,3,0.93,55,"0.0648","0.0648"
"256","GO:0051149","positive regulation of muscle cell diffe...",22,2,0.43,56,"0.0666","0.0666"
"257","GO:0044242","cellular lipid catabolic process",50,3,0.97,57,"0.5522","0.0715"
"258","GO:0045921","positive regulation of exocytosis",23,2,0.45,58,"0.0721","0.0721"
"259","GO:0098662","inorganic cation transmembrane transport",116,5,2.25,59,"0.0724","0.0724"
"260","GO:0046879","hormone secretion",51,3,0.99,60,"0.0749","0.0749"
"261","GO:0006469","negative regulation of protein kinase ac...",51,3,0.99,61,"0.0749","0.0749"
"262","GO:0050801","ion homeostasis",118,5,2.29,62,"0.3531","0.0767"
"263","GO:1903305","regulation of regulated secretory pathwa...",24,2,0.47,63,"0.0777","0.0777"
"264","GO:2001236","regulation of extrinsic apoptotic signal...",24,2,0.47,64,"0.0777","0.0777"
"265","GO:0046434","organophosphate catabolic process",24,2,0.47,65,"1.0000","0.0777"
"266","GO:0003018","vascular process in circulatory system",24,2,0.47,66,"0.0777","0.0777"
"267","GO:0042325","regulation of phosphorylation",273,9,5.29,67,"0.0779","0.0779"
"268","GO:0042326","negative regulation of phosphorylation",84,4,1.63,68,"0.0783","0.0783"
"269","GO:0009914","hormone transport",53,3,1.03,69,"0.0821","0.0821"
"270","GO:0046394","carboxylic acid biosynthetic process",53,3,1.03,70,"0.0821","0.0821"
"271","GO:0016053","organic acid biosynthetic process",53,3,1.03,71,"0.0821","0.0821"
"272","GO:0033673","negative regulation of kinase activity",53,3,1.03,72,"0.0821","0.0821"
"273","GO:0002705","positive regulation of leukocyte mediate...",25,2,0.48,73,"0.0834","0.0834"
"274","GO:0035725","sodium ion transmembrane transport",25,2,0.48,74,"0.0834","0.0834"
"275","GO:2000021","regulation of ion homeostasis",25,2,0.48,75,"1.0000","0.0834"
"276","GO:0010977","negative regulation of neuron projection...",25,2,0.48,76,"0.0834","0.0834"
"277","GO:0031338","regulation of vesicle fusion",25,2,0.48,77,"0.0834","0.0834"
"278","GO:0043087","regulation of GTPase activity",122,5,2.36,78,"0.0857","0.0857"
"279","GO:0006796","phosphate-containing compound metabolic ...",628,17,12.17,79,"0.3967","0.0859"
"280","GO:1903531","negative regulation of secretion by cell",26,2,0.5,80,"0.0893","0.0893"
"281","GO:0046683","response to organophosphorus",26,2,0.5,81,"0.0893","0.0893"
"282","GO:0051048","negative regulation of secretion",26,2,0.5,82,"0.0893","0.0893"
"283","GO:0015701","bicarbonate transport",5,1,0.1,83,"0.0933","0.0933"
"284","GO:0006801","superoxide metabolic process",5,1,0.1,84,"0.0933","0.0933"
"285","GO:0048169","regulation of long-term neuronal synapti...",5,1,0.1,85,"0.0933","0.0933"
"286","GO:2001240","negative regulation of extrinsic apoptot...",5,1,0.1,86,"0.0933","0.0933"
"287","GO:0051590","positive regulation of neurotransmitter ...",5,1,0.1,87,"0.0933","0.0933"
"288","GO:0006525","arginine metabolic process",5,1,0.1,88,"0.0933","0.0933"
"289","GO:0021545","cranial nerve development",5,1,0.1,89,"0.0933","0.0933"
"290","GO:0001771","immunological synapse formation",5,1,0.1,90,"0.0933","0.0933"
"291","GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",5,1,0.1,91,"0.0933","0.0933"
"292","GO:0060732","positive regulation of inositol phosphat...",5,1,0.1,92,"0.0933","0.0933"
"293","GO:0001956","positive regulation of neurotransmitter ...",5,1,0.1,93,"0.0933","0.0933"
"294","GO:0007176","regulation of epidermal growth factor-ac...",5,1,0.1,94,"0.0933","0.0933"
"295","GO:0048286","lung alveolus development",5,1,0.1,95,"0.0933","0.0933"
"296","GO:0061099","negative regulation of protein tyrosine ...",5,1,0.1,96,"0.0933","0.0933"
"297","GO:1903055","positive regulation of extracellular mat...",5,1,0.1,97,"0.0933","0.0933"
"298","GO:0032965","regulation of collagen biosynthetic proc...",5,1,0.1,98,"0.0933","0.0933"
"299","GO:0000185","activation of MAPKKK activity",5,1,0.1,99,"0.0933","0.0933"
"300","GO:0014741","negative regulation of muscle hypertroph...",5,1,0.1,100,"0.0933","0.0933"
"301","GO:0000096","sulfur amino acid metabolic process",5,1,0.1,101,"0.0933","0.0933"
"302","GO:0051156","glucose 6-phosphate metabolic process",5,1,0.1,102,"0.0933","0.0933"
"303","GO:0044246","regulation of multicellular organismal m...",5,1,0.1,103,"0.0933","0.0933"
"304","GO:0019228","neuronal action potential",5,1,0.1,104,"0.0933","0.0933"
"305","GO:0031952","regulation of protein autophosphorylatio...",5,1,0.1,105,"0.0933","0.0933"
"306","GO:0051145","smooth muscle cell differentiation",5,1,0.1,106,"0.0933","0.0933"
"307","GO:0031958","corticosteroid receptor signaling pathwa...",5,1,0.1,107,"0.0933","0.0933"
"308","GO:0045663","positive regulation of myoblast differen...",5,1,0.1,108,"0.0933","0.0933"
"309","GO:0014855","striated muscle cell proliferation",5,1,0.1,109,"0.0933","0.0933"
"310","GO:0010712","regulation of collagen metabolic process",5,1,0.1,110,"0.0933","0.0933"
"311","GO:0050848","regulation of calcium-mediated signaling",5,1,0.1,111,"0.0933","0.0933"
"312","GO:0043030","regulation of macrophage activation",5,1,0.1,112,"0.0933","0.0933"
"313","GO:0051281","positive regulation of release of seques...",5,1,0.1,113,"0.0933","0.0933"
"314","GO:1901099","negative regulation of signal transducti...",5,1,0.1,114,"0.0933","0.0933"
