"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"81","GO:0004879","nuclear receptor activity",28,4,1.4,81,"0.04912","0.04912"
"82","GO:0098531","transcription factor activity, direct li...",28,4,1.4,82,"0.04912","0.04912"
"83","GO:0008395","steroid hydroxylase activity",17,3,0.85,83,"0.05035","0.05035"
"84","GO:0008509","anion transmembrane transporter activity",157,13,7.86,84,"0.40984","0.05145"
"85","GO:0030246","carbohydrate binding",175,14,8.77,85,"0.05627","0.05627"
"86","GO:0004713","protein tyrosine kinase activity",113,10,5.66,86,"0.05666","0.05666"
"87","GO:0022821","potassium ion antiporter activity",8,2,0.4,87,"0.05738","0.05738"
"88","GO:0010857","calcium-dependent protein kinase activit...",8,2,0.4,88,"0.05738","0.05738"
"89","GO:0004312","fatty acid synthase activity",8,2,0.4,89,"0.05738","0.05738"
"90","GO:0016889","endodeoxyribonuclease activity, producin...",8,2,0.4,90,"0.05738","0.05738"
"91","GO:0047429","nucleoside-triphosphate diphosphatase ac...",8,2,0.4,91,"0.05738","0.05738"
"92","GO:0070492","oligosaccharide binding",8,2,0.4,92,"0.05738","0.05738"
"93","GO:0086080","protein binding involved in heterotypic ...",8,2,0.4,93,"0.05738","0.05738"
"94","GO:0098632","cell-cell adhesion mediator activity",18,3,0.9,94,"0.05824","0.05824"
"95","GO:0043168","anion binding",1800,104,90.17,95,"0.05874","0.05874"
"96","GO:0043167","ion binding",3968,216,198.78,96,"0.06215","0.06215"
"97","GO:0017048","Rho GTPase binding",115,10,5.76,97,"0.06237","0.06237"
"98","GO:0005154","epidermal growth factor receptor binding",19,3,0.95,98,"0.06668","0.06668"
"99","GO:0004709","MAP kinase kinase kinase activity",19,3,0.95,99,"0.06668","0.06668"
"100","GO:0004674","protein serine/threonine kinase activity",314,22,15.73,100,"0.06991","0.06991"
"101","GO:0005041","low-density lipoprotein receptor activit...",9,2,0.45,101,"0.07138","0.07138"
"102","GO:0043121","neurotrophin binding",9,2,0.45,102,"0.07138","0.07138"
"103","GO:1901681","sulfur compound binding",134,11,6.71,103,"0.07286","0.07286"
"104","GO:0005158","insulin receptor binding",20,3,1,104,"0.07564","0.07564"
"105","GO:0098772","molecular function regulator",1090,65,54.6,105,"0.26562","0.07579"
"106","GO:0004702","signal transducer, downstream of recepto...",46,5,2.3,106,"0.07867","0.07867"
"107","GO:0005089","Rho guanyl-nucleotide exchange factor ac...",60,6,3.01,107,"0.07870","0.07870"
"108","GO:0001664","G-protein coupled receptor binding",136,11,6.81,108,"0.07910","0.07910"
"109","GO:0003707","steroid hormone receptor activity",33,4,1.65,109,"0.08094","0.08094"
"110","GO:0004712","protein serine/threonine/tyrosine kinase...",33,4,1.65,110,"0.08094","0.08094"
"111","GO:0030165","PDZ domain binding",61,6,3.06,111,"0.08380","0.08380"
"112","GO:0016209","antioxidant activity",47,5,2.35,112,"1.00000","0.08460"
"113","GO:0035586","purinergic receptor activity",10,2,0.5,113,"0.08634","0.08634"
"114","GO:0019992","diacylglycerol binding",10,2,0.5,114,"0.08634","0.08634"
"115","GO:0070016","armadillo repeat domain binding",10,2,0.5,115,"0.08634","0.08634"
"116","GO:0005161","platelet-derived growth factor receptor ...",10,2,0.5,116,"0.08634","0.08634"
"117","GO:0050998","nitric-oxide synthase binding",10,2,0.5,117,"0.08634","0.08634"
"118","GO:0005003","ephrin receptor activity",10,2,0.5,118,"0.08634","0.08634"
"119","GO:0097367","carbohydrate derivative binding",1458,84,73.04,119,"0.08972","0.08972"
"120","GO:0031267","small GTPase binding",360,24,18.03,120,"0.09320","0.09320"
"121","GO:0032559","adenyl ribonucleotide binding",1050,62,52.6,121,"0.09427","0.09427"
"122","GO:0030291","protein serine/threonine kinase inhibito...",22,3,1.1,122,"0.09504","0.09504"
"123","GO:0008146","sulfotransferase activity",22,3,1.1,123,"0.09504","0.09504"
"124","GO:0008013","beta-catenin binding",49,5,2.45,124,"0.09715","0.09715"
"125","GO:0005215","transporter activity",814,49,40.78,125,"0.70920","0.10037"
"126","GO:0019198","transmembrane receptor protein phosphata...",11,2,0.55,126,"0.10214","0.10214"
"127","GO:0042809","vitamin D receptor binding",11,2,0.55,127,"0.10214","0.10214"
"128","GO:0001091","RNA polymerase II basal transcription fa...",11,2,0.55,128,"0.10214","0.10214"
"129","GO:0048020","CCR chemokine receptor binding",11,2,0.55,129,"0.10214","0.10214"
"130","GO:0005001","transmembrane receptor protein tyrosine ...",11,2,0.55,130,"0.10214","0.10214"
"131","GO:0046625","sphingolipid binding",11,2,0.55,131,"0.10214","0.10214"
"132","GO:0001784","phosphotyrosine residue binding",23,3,1.15,132,"0.10542","0.10542"
"133","GO:0003690","double-stranded DNA binding",508,32,25.45,133,"0.74448","0.10604"
"134","GO:0030554","adenyl nucleotide binding",1060,62,53.1,134,"0.10779","0.10779"
"135","GO:0008236","serine-type peptidase activity",112,9,5.61,135,"0.10861","0.10861"
"136","GO:0017016","Ras GTPase binding",350,23,17.53,136,"0.11062","0.11062"
"137","GO:0000982","transcription factor activity, RNA polym...",229,16,11.47,137,"0.11182","0.11182"
"138","GO:0004714","transmembrane receptor protein tyrosine ...",37,4,1.85,138,"0.11212","0.11212"
"139","GO:0008289","lipid binding",405,26,20.29,139,"0.11529","0.11529"
"140","GO:0022857","transmembrane transporter activity",567,35,28.4,140,"0.48351","0.11572"
"141","GO:0098631","cell adhesion mediator activity",24,3,1.2,141,"0.11623","0.11623"
"142","GO:1903231","mRNA binding involved in posttranscripti...",24,3,1.2,142,"0.11623","0.11623"
"143","GO:0017171","serine hydrolase activity",114,9,5.71,143,"0.11771","0.11771"
"144","GO:0044325","ion channel binding",67,6,3.36,144,"0.11805","0.11805"
"145","GO:0017049","GTP-Rho binding",12,2,0.6,145,"0.11865","0.11865"
"146","GO:0051861","glycolipid binding",12,2,0.6,146,"0.11865","0.11865"
"147","GO:0042288","MHC class I protein binding",12,2,0.6,147,"0.11865","0.11865"
"148","GO:0030228","lipoprotein particle receptor activity",12,2,0.6,148,"0.11865","0.11865"
"149","GO:0030552","cAMP binding",12,2,0.6,149,"0.11865","0.11865"
"150","GO:1905030","voltage-gated ion channel activity invol...",12,2,0.6,150,"0.11865","0.11865"
"151","GO:0008157","protein phosphatase 1 binding",12,2,0.6,151,"0.11865","0.11865"
"152","GO:0004190","aspartic-type endopeptidase activity",12,2,0.6,152,"0.11865","0.11865"
"153","GO:0005248","voltage-gated sodium channel activity",12,2,0.6,153,"0.11865","0.11865"
"154","GO:0004181","metallocarboxypeptidase activity",12,2,0.6,154,"0.11865","0.11865"
"155","GO:0005524","ATP binding",1031,60,51.65,155,"0.12017","0.12017"
"156","GO:0030170","pyridoxal phosphate binding",38,4,1.9,156,"0.12064","0.12064"
"157","GO:0070279","vitamin B6 binding",38,4,1.9,157,"0.12064","0.12064"
"158","GO:0019205","nucleobase-containing compound kinase ac...",38,4,1.9,158,"0.12064","0.12064"
"159","GO:0005272","sodium channel activity",25,3,1.25,159,"0.12742","0.12742"
"160","GO:0016782","transferase activity, transferring sulfu...",39,4,1.95,160,"0.12943","0.12943"
"161","GO:0017076","purine nucleotide binding",1285,73,64.37,161,"0.13430","0.13430"
"162","GO:0001530","lipopolysaccharide binding",13,2,0.65,162,"0.13576","0.13576"
"163","GO:0004550","nucleoside diphosphate kinase activity",13,2,0.65,163,"0.13576","0.13576"
"164","GO:0070001","aspartic-type peptidase activity",13,2,0.65,164,"0.13576","0.13576"
"165","GO:0023026","MHC class II protein complex binding",13,2,0.65,165,"0.13576","0.13576"
"166","GO:0033613","activating transcription factor binding",40,4,2,166,"0.13847","0.13847"
"167","GO:0004896","cytokine receptor activity",55,5,2.76,167,"0.13993","0.13993"
"168","GO:0070851","growth factor receptor binding",71,6,3.56,168,"0.14420","0.14420"
"169","GO:0001227","transcriptional repressor activity, RNA ...",136,10,6.81,169,"0.14422","0.14422"
"170","GO:0032555","purine ribonucleotide binding",1273,72,63.77,170,"0.14510","0.14510"
"171","GO:0046873","metal ion transmembrane transporter acti...",240,16,12.02,171,"0.48753","0.14908"
"172","GO:0005088","Ras guanyl-nucleotide exchange factor ac...",171,12,8.57,172,"0.14978","0.14978"
"173","GO:0042379","chemokine receptor binding",27,3,1.35,173,"0.15089","0.15089"
"174","GO:0005539","glycosaminoglycan binding",121,9,6.06,174,"0.15265","0.15265"
"175","GO:0016894","endonuclease activity, active with eithe...",14,2,0.7,175,"0.15337","0.15337"
"176","GO:0015101","organic cation transmembrane transporter...",14,2,0.7,176,"0.15337","0.15337"
"177","GO:0005227","calcium activated cation channel activit...",14,2,0.7,177,"0.15337","0.15337"
"178","GO:0008233","peptidase activity",384,24,19.24,178,"0.15464","0.15464"
"179","GO:0036094","small molecule binding",1643,91,82.31,179,"0.15656","0.15656"
"180","GO:0003705","transcription factor activity, RNA polym...",42,4,2.1,180,"0.15729","0.15729"
"181","GO:0008201","heparin binding",89,7,4.46,181,"0.15773","0.15773"
"182","GO:0070011","peptidase activity, acting on L-amino ac...",368,23,18.43,182,"0.16079","0.16079"
"183","GO:0032553","ribonucleotide binding",1283,72,64.27,183,"0.16161","0.16161"
"184","GO:0019894","kinesin binding",28,3,1.4,184,"0.16310","0.16310"
"185","GO:0005126","cytokine receptor binding",140,10,7.01,185,"0.16420","0.16420"
"186","GO:0019199","transmembrane receptor protein kinase ac...",43,4,2.15,186,"0.16703","0.16703"
"187","GO:0035639","purine ribonucleoside triphosphate bindi...",1249,70,62.57,187,"0.16872","0.16872"
"188","GO:0016705","oxidoreductase activity, acting on paire...",91,7,4.56,188,"0.17077","0.17077"
"189","GO:0015175","neutral amino acid transmembrane transpo...",15,2,0.75,189,"0.17139","0.17139"
"190","GO:0016755","transferase activity, transferring amino...",15,2,0.75,190,"0.17139","0.17139"
"191","GO:0008081","phosphoric diester hydrolase activity",59,5,2.96,191,"0.17229","0.17229"
"192","GO:0097110","scaffold protein binding",29,3,1.45,192,"0.17560","0.17560"
"193","GO:0046332","SMAD binding",44,4,2.2,193,"0.17699","0.17699"
"194","GO:0002020","protease binding",76,6,3.81,194,"0.18021","0.18021"
"195","GO:0004857","enzyme inhibitor activity",214,14,10.72,195,"0.18618","0.18618"
"196","GO:0003725","double-stranded RNA binding",45,4,2.25,196,"0.18713","0.18713"
"197","GO:0016776","phosphotransferase activity, phosphate g...",30,3,1.5,197,"0.18835","0.18835"
"198","GO:0016877","ligase activity, forming carbon-sulfur b...",30,3,1.5,198,"0.18835","0.18835"
"199","GO:0015103","inorganic anion transmembrane transporte...",61,5,3.06,199,"1.00000","0.18945"
"200","GO:0017147","Wnt-protein binding",16,2,0.8,200,"0.18973","0.18973"
"201","GO:0032501","multicellular organismal process",3990,263,201.13,1,"0.00187","1.3e-08"
"202","GO:0015671","oxygen transport",12,7,0.6,2,"5.1e-07","5.1e-07"
"203","GO:0072006","nephron development",62,14,3.13,3,"0.00235","1.8e-06"
"204","GO:0015669","gas transport",14,7,0.71,4,"1.00000","2.0e-06"
"205","GO:0007399","nervous system development",1307,102,65.89,5,"0.01763","2.8e-06"
"206","GO:0007275","multicellular organism development",2968,197,149.62,6,"0.07769","2.9e-06"
"207","GO:0008283","cell proliferation",1200,95,60.49,7,"0.02271","3.7e-06"
"208","GO:0007155","cell adhesion",781,68,39.37,8,"0.00191","5.0e-06"
"209","GO:0022610","biological adhesion",784,68,39.52,9,"1.00000","5.7e-06"
"210","GO:0032502","developmental process",3539,224,178.4,10,"0.05607","1.4e-05"
"211","GO:0042127","regulation of cell proliferation",936,76,47.18,11,"0.05836","1.7e-05"
"212","GO:0048731","system development",2623,174,132.22,12,"0.17150","1.7e-05"
"213","GO:0048856","anatomical structure development",3266,208,164.64,13,"0.10971","2.5e-05"
"214","GO:0030154","cell differentiation",2271,152,114.48,14,"0.01398","5.0e-05"
"215","GO:0002376","immune system process",1751,122,88.27,15,"0.14906","6.5e-05"
"216","GO:0032835","glomerulus development",29,8,1.46,16,"0.17036","6.6e-05"
"217","GO:0015701","bicarbonate transport",29,8,1.46,17,"6.6e-05","6.6e-05"
"218","GO:0035295","tube development",320,33,16.13,18,"0.30607","7.1e-05"
"219","GO:0060429","epithelium development",633,54,31.91,19,"0.22718","8.8e-05"
"220","GO:0048869","cellular developmental process",2394,157,120.68,20,"0.02131","0.00010"
"221","GO:0007159","leukocyte cell-cell adhesion",235,26,11.85,21,"0.18535","0.00013"
"222","GO:0043116","negative regulation of vascular permeabi...",7,4,0.35,22,"0.00020","0.00020"
"223","GO:0051960","regulation of nervous system development",470,42,23.69,23,"0.00260","0.00021"
"224","GO:0008285","negative regulation of cell proliferatio...",411,38,20.72,24,"0.00245","0.00021"
"225","GO:0098609","cell-cell adhesion",456,41,22.99,25,"0.09352","0.00021"
"226","GO:0022008","neurogenesis",866,67,43.65,26,"0.07748","0.00024"
"227","GO:0002683","negative regulation of immune system pro...",244,26,12.3,27,"0.00374","0.00024"
"228","GO:0032496","response to lipopolysaccharide",205,23,10.33,28,"0.00026","0.00026"
"229","GO:0002694","regulation of leukocyte activation",302,30,15.22,29,"0.25752","0.00029"
"230","GO:0023052","signaling",3684,223,185.71,30,"0.27176","0.00034"
"231","GO:0043114","regulation of vascular permeability",20,6,1.01,31,"0.13561","0.00034"
"232","GO:0048699","generation of neurons",812,63,40.93,32,"0.12091","0.00034"
"233","GO:2000026","regulation of multicellular organismal d...",1093,80,55.1,33,"0.43273","0.00034"
"234","GO:0072012","glomerulus vasculature development",8,4,0.4,34,"0.09779","0.00038"
"235","GO:0042368","vitamin D biosynthetic process",8,4,0.4,35,"0.09779","0.00038"
"236","GO:0001944","vasculature development",351,33,17.69,36,"0.05547","0.00040"
"237","GO:0050865","regulation of cell activation",323,31,16.28,37,"0.27459","0.00042"
"238","GO:0042359","vitamin D metabolic process",14,5,0.71,38,"0.05750","0.00044"
"239","GO:0046649","lymphocyte activation",412,37,20.77,39,"0.57687","0.00044"
"240","GO:0040011","locomotion",971,72,48.95,40,"0.17522","0.00048"
"241","GO:0007154","cell communication",3687,222,185.86,41,"0.32172","0.00049"
"242","GO:0042110","T cell activation",298,29,15.02,42,"0.15356","0.00051"
"243","GO:0072358","cardiovascular system development",357,33,18,43,"0.11116","0.00054"
"244","GO:1903037","regulation of leukocyte cell-cell adhesi...",216,23,10.89,44,"0.07310","0.00055"
"245","GO:0006935","chemotaxis",329,31,16.58,45,"0.00553","0.00058"
"246","GO:0042330","taxis",329,31,16.58,46,"1.00000","0.00058"
"247","GO:0072359","circulatory system development",557,46,28.08,47,"0.08491","0.00061"
"248","GO:0002237","response to molecule of bacterial origin",218,23,10.99,48,"1.00000","0.00063"
"249","GO:0061440","kidney vasculature development",9,4,0.45,49,"0.14305","0.00066"
"250","GO:0061437","renal system vasculature development",9,4,0.45,50,"0.14305","0.00066"
"251","GO:0002695","negative regulation of leukocyte activat...",93,13,4.69,51,"0.02487","0.00075"
"252","GO:1903708","positive regulation of hemopoiesis",105,14,5.29,52,"0.03081","0.00077"
"253","GO:0051249","regulation of lymphocyte activation",264,26,13.31,53,"0.57618","0.00082"
"254","GO:0001763","morphogenesis of a branching structure",94,13,4.74,54,"0.03365","0.00083"
"255","GO:0052652","cyclic purine nucleotide metabolic proce...",72,11,3.63,55,"0.04343","0.00089"
"256","GO:0046631","alpha-beta T cell activation",72,11,3.63,56,"0.03566","0.00089"
"257","GO:0009653","anatomical structure morphogenesis",1458,99,73.5,57,"0.75658","0.00093"
"258","GO:0009605","response to external stimulus",1252,87,63.11,58,"0.70485","0.00099"
"259","GO:0009190","cyclic nucleotide biosynthetic process",73,11,3.68,59,"0.04768","0.00100"
"260","GO:0045639","positive regulation of myeloid cell diff...",52,9,2.62,60,"0.08467","0.00104"
"261","GO:0030817","regulation of cAMP biosynthetic process",52,9,2.62,61,"0.06636","0.00104"
"262","GO:0014015","positive regulation of gliogenesis",33,7,1.66,62,"0.28295","0.00108"
"263","GO:0070663","regulation of leukocyte proliferation",134,16,6.75,63,"0.04961","0.00113"
"264","GO:0050767","regulation of neurogenesis",418,36,21.07,64,"0.01224","0.00114"
"265","GO:1903977","positive regulation of glial cell migrat...",5,3,0.25,65,"0.00118","0.00118"
"266","GO:0034154","toll-like receptor 7 signaling pathway",5,3,0.25,66,"0.00118","0.00118"
"267","GO:0002158","osteoclast proliferation",5,3,0.25,67,"0.00118","0.00118"
"268","GO:0006171","cAMP biosynthetic process",53,9,2.67,68,"0.07529","0.00119"
"269","GO:1900371","regulation of purine nucleotide biosynth...",75,11,3.78,69,"0.05689","0.00125"
"270","GO:0014013","regulation of gliogenesis",64,10,3.23,70,"0.11685","0.00126"
"271","GO:0070661","leukocyte proliferation",175,19,8.82,71,"0.30421","0.00130"
"272","GO:0035725","sodium ion transmembrane transport",87,12,4.39,72,"0.00133","0.00133"
"273","GO:0001568","blood vessel development",332,30,16.74,73,"0.00713","0.00138"
"274","GO:0051093","negative regulation of developmental pro...",469,39,23.64,74,"0.01640","0.00138"
"275","GO:0030808","regulation of nucleotide biosynthetic pr...",76,11,3.83,75,"0.06185","0.00140"
"276","GO:0030802","regulation of cyclic nucleotide biosynth...",65,10,3.28,76,"0.07349","0.00142"
"277","GO:1902105","regulation of leukocyte differentiation",151,17,7.61,77,"0.08571","0.00155"
"278","GO:0050900","leukocyte migration",233,23,11.75,78,"0.18099","0.00156"
"279","GO:0051239","regulation of multicellular organismal p...",1659,109,83.63,79,"0.55534","0.00158"
"280","GO:0042362","fat-soluble vitamin biosynthetic process",11,4,0.55,80,"0.22688","0.00159"
"281","GO:0002682","regulation of immune system process",896,65,45.17,81,"0.78772","0.00162"
"282","GO:0050866","negative regulation of cell activation",101,13,5.09,82,"0.04330","0.00163"
"283","GO:0050863","regulation of T cell activation",207,21,10.43,83,"0.21905","0.00176"
"284","GO:0021915","neural tube development",102,13,5.14,84,"0.00178","0.00178"
"285","GO:0032102","negative regulation of response to exter...",153,17,7.71,85,"0.00179","0.00179"
"286","GO:0034113","heterotypic cell-cell adhesion",27,6,1.36,86,"0.00191","0.00191"
"287","GO:0030155","regulation of cell adhesion",416,35,20.97,87,"0.08706","0.00198"
"288","GO:0002761","regulation of myeloid leukocyte differen...",68,10,3.43,88,"0.11145","0.00202"
"289","GO:0035850","epithelial cell differentiation involved...",19,5,0.96,89,"0.10237","0.00206"
"290","GO:0044706","multi-multicellular organism process",129,15,6.5,90,"0.07989","0.00208"
"291","GO:0048513","animal organ development",1890,121,95.27,91,"0.42286","0.00216"
"292","GO:0060558","regulation of calcidiol 1-monooxygenase ...",6,3,0.3,92,"0.00227","0.00227"
"293","GO:0072109","glomerular mesangium development",6,3,0.3,93,"0.00227","0.00227"
"294","GO:2000348","regulation of CD40 signaling pathway",6,3,0.3,94,"0.00227","0.00227"
"295","GO:1901722","regulation of cell proliferation involve...",6,3,0.3,95,"0.00227","0.00227"
"296","GO:0032691","negative regulation of interleukin-1 bet...",12,4,0.6,96,"0.00228","0.00228"
"297","GO:0032101","regulation of response to external stimu...",421,35,21.22,97,"0.11636","0.00241"
"298","GO:0003008","system process",911,65,45.92,98,"0.02388","0.00243"
"299","GO:0001822","kidney development",132,15,6.65,99,"0.96840","0.00261"
"300","GO:0022407","regulation of cell-cell adhesion",257,24,12.96,100,"0.21035","0.00262"
"301","GO:0007166","cell surface receptor signaling pathway",1687,109,85.04,101,"0.00584","0.00279"
"302","GO:1902107","positive regulation of leukocyte differe...",83,11,4.18,102,"0.11681","0.00288"
"303","GO:0030217","T cell differentiation",147,16,7.41,103,"0.23727","0.00297"
"304","GO:0060135","maternal process involved in female preg...",39,7,1.97,104,"0.00299","0.00299"
"305","GO:0009888","tissue development",1023,71,51.57,105,"0.52631","0.00310"
"306","GO:0030855","epithelial cell differentiation",320,28,16.13,106,"0.05995","0.00312"
"307","GO:0008277","regulation of G-protein coupled receptor...",84,11,4.23,107,"0.00316","0.00316"
"308","GO:0030814","regulation of cAMP metabolic process",61,9,3.07,108,"0.16242","0.00327"
"309","GO:0007268","chemical synaptic transmission",337,29,16.99,109,"0.00339","0.00339"
"310","GO:0098916","anterograde trans-synaptic signaling",337,29,16.99,110,"1.00000","0.00339"
"311","GO:0048646","anatomical structure formation involved ...",574,44,28.94,111,"0.00342","0.00342"
"312","GO:0001655","urogenital system development",163,17,8.22,112,"0.87333","0.00350"
"313","GO:0009887","animal organ morphogenesis",543,42,27.37,113,"0.00358","0.00358"
"314","GO:0051094","positive regulation of developmental pro...",724,53,36.5,114,"0.06133","0.00362"
"315","GO:0001775","cell activation",876,62,44.16,115,"0.37683","0.00368"
"316","GO:0099536","synaptic signaling",339,29,17.09,116,"1.00000","0.00368"
